NODE;SCENARIO;TECHNOLOGY;YEAR;MIN CAPACITY [MW];MAX CAPACITY [MW]
HR00;All;Batteries Prosumer;2050;197;517
HU00;All;Batteries Prosumer;2030;224;324
HU00;All;Batteries Prosumer;2035;364;483
HU00;All;Batteries Prosumer;2040;504;642
HU00;All;Batteries Prosumer;2045;644;819
HU00;All;Batteries Prosumer;2050;784;997
IE00;All;Batteries Prosumer;2030;3826;3826
IE00;All;Batteries Prosumer;2035;10618;10618
IE00;All;Batteries Prosumer;2040;17411;17411
IE00;All;Batteries Prosumer;2045;20432;20432
IE00;All;Batteries Prosumer;2050;23453;23453
ITA0;All;Batteries Prosumer;2030;0;0
ITA0;All;Batteries Prosumer;2035;0;0
ITA0;All;Batteries Prosumer;2040;0;0
ITA0;All;Batteries Prosumer;2045;0;0
ITA0;All;Batteries Prosumer;2050;0;0
ITCA;All;Batteries Prosumer;2030;320;398
ITCA;All;Batteries Prosumer;2035;480;551
ITCA;All;Batteries Prosumer;2040;640;704
ITCA;All;Batteries Prosumer;2045;640;847
ITCA;All;Batteries Prosumer;2050;640;990
ITCN;All;Batteries Prosumer;2030;1440;2539
ITCN;All;Batteries Prosumer;2035;2160;3914
ITCN;All;Batteries Prosumer;2040;2880;5289
ITCN;All;Batteries Prosumer;2045;2880;6140
ITCN;All;Batteries Prosumer;2050;2880;6991
ITCS;All;Batteries Prosumer;2030;3360;3696
ITCS;All;Batteries Prosumer;2035;5040;5544
ITCS;All;Batteries Prosumer;2040;6720;7392
ITCS;All;Batteries Prosumer;2045;6720;9634
ITCS;All;Batteries Prosumer;2050;6720;11876
ITN1;All;Batteries Prosumer;2030;8960;16252
ITN1;All;Batteries Prosumer;2035;13440;25638
ITN1;All;Batteries Prosumer;2040;17920;35023
ITN1;All;Batteries Prosumer;2045;17920;40660
ITN1;All;Batteries Prosumer;2050;17920;46296
ITS1;All;Batteries Prosumer;2030;800;880
ITS1;All;Batteries Prosumer;2035;1200;1320
ITS1;All;Batteries Prosumer;2040;1600;1760
ITS1;All;Batteries Prosumer;2045;1600;2693
ITS1;All;Batteries Prosumer;2050;1600;3625
ITSA;All;Batteries Prosumer;2030;320;351
ITSA;All;Batteries Prosumer;2035;480;527
ITSA;All;Batteries Prosumer;2040;640;703
ITSA;All;Batteries Prosumer;2045;640;1057
ITSA;All;Batteries Prosumer;2050;640;1412
ITSI;All;Batteries Prosumer;2030;800;876
ITSI;All;Batteries Prosumer;2035;1200;1413
ITSI;All;Batteries Prosumer;2040;1600;1951
ITSI;All;Batteries Prosumer;2045;1600;2737
ITSI;All;Batteries Prosumer;2050;1600;3523
LT00;All;Batteries Prosumer;2030;0;0
LT00;All;Batteries Prosumer;2035;928;928
LT00;All;Batteries Prosumer;2040;1932;1932
LT00;All;Batteries Prosumer;2045;2288;2288
LT00;All;Batteries Prosumer;2050;2542;2542
LUB1;All;Batteries Prosumer;2030;0;0
LUB1;All;Batteries Prosumer;2035;0;0
LUB1;All;Batteries Prosumer;2040;0;0
LUB1;All;Batteries Prosumer;2045;0;0
LUB1;All;Batteries Prosumer;2050;0;0
LUF1;All;Batteries Prosumer;2030;0;0
LUF1;All;Batteries Prosumer;2035;0;0
LUF1;All;Batteries Prosumer;2040;0;0
LUF1;All;Batteries Prosumer;2045;0;0
LUF1;All;Batteries Prosumer;2050;0;0
LUG1;All;Batteries Prosumer;2030;17;28
LUG1;All;Batteries Prosumer;2035;26;51
LUG1;All;Batteries Prosumer;2040;35;73
LUG1;All;Batteries Prosumer;2045;36;75
LUG1;All;Batteries Prosumer;2050;36;77
LUV1;All;Batteries Prosumer;2030;0;0
LUV1;All;Batteries Prosumer;2035;0;0
LUV1;All;Batteries Prosumer;2040;0;0
LUV1;All;Batteries Prosumer;2045;0;0
LUV1;All;Batteries Prosumer;2050;0;0
LV00;All;Batteries Prosumer;2030;11;38
LV00;All;Batteries Prosumer;2035;16;48
LV00;All;Batteries Prosumer;2040;21;59
LV00;All;Batteries Prosumer;2045;10;69
LV00;All;Batteries Prosumer;2050;0;80
ME00;All;Batteries Prosumer;2030;0;0
ME00;All;Batteries Prosumer;2035;0;0
ME00;All;Batteries Prosumer;2040;0;0
ME00;All;Batteries Prosumer;2045;0;0
ME00;All;Batteries Prosumer;2050;0;0
MK00;All;Batteries Prosumer;2030;0;480
MK00;All;Batteries Prosumer;2035;0;659
MK00;All;Batteries Prosumer;2040;0;838
MK00;All;Batteries Prosumer;2045;0;873
MK00;All;Batteries Prosumer;2050;0;908
MT00;All;Batteries Prosumer;2030;0;154
MT00;All;Batteries Prosumer;2035;0;169
MT00;All;Batteries Prosumer;2040;0;184
MT00;All;Batteries Prosumer;2045;0;224
MT00;All;Batteries Prosumer;2050;0;264
NL00;All;Batteries Prosumer;2030;17676;22678
NL00;All;Batteries Prosumer;2035;41013;50967
NL00;All;Batteries Prosumer;2040;64350;79257
NL00;All;Batteries Prosumer;2045;87840;109680
NL00;All;Batteries Prosumer;2050;111330;140103
NOM1;All;Batteries Prosumer;2030;0;198
NOM1;All;Batteries Prosumer;2035;0;399
NOM1;All;Batteries Prosumer;2040;0;600
NOM1;All;Batteries Prosumer;2045;0;855
NOM1;All;Batteries Prosumer;2050;0;1109
NON1;All;Batteries Prosumer;2030;0;0
NON1;All;Batteries Prosumer;2035;0;0
NON1;All;Batteries Prosumer;2040;0;0
NON1;All;Batteries Prosumer;2045;0;0
NON1;All;Batteries Prosumer;2050;0;0
NOS0;All;Batteries Prosumer;2030;0;865
NOS0;All;Batteries Prosumer;2035;0;2604
NOS0;All;Batteries Prosumer;2040;0;4343
NOS0;All;Batteries Prosumer;2045;0;5174
NOS0;All;Batteries Prosumer;2050;0;6006
PL00;All;Batteries Prosumer;2030;0;0
PL00;All;Batteries Prosumer;2035;0;4527
PL00;All;Batteries Prosumer;2040;0;10613
PL00;All;Batteries Prosumer;2045;0;14121
PL00;All;Batteries Prosumer;2050;0;16931
PT00;All;Batteries Prosumer;2030;128;165
PT00;All;Batteries Prosumer;2035;178;323
PT00;All;Batteries Prosumer;2040;228;481
PT00;All;Batteries Prosumer;2045;228;481
PT00;All;Batteries Prosumer;2050;228;481
RO00;All;Batteries Prosumer;2030;99;116
RO00;All;Batteries Prosumer;2035;177;236
RO00;All;Batteries Prosumer;2040;254;357
RO00;All;Batteries Prosumer;2045;265;507
RO00;All;Batteries Prosumer;2050;276;656
RS00;All;Batteries Prosumer;2030;0;13
RS00;All;Batteries Prosumer;2035;0;30
RS00;All;Batteries Prosumer;2040;0;47
RS00;All;Batteries Prosumer;2045;0;56
RS00;All;Batteries Prosumer;2050;0;65
SE01;All;Batteries Prosumer;2030;0;0
SE01;All;Batteries Prosumer;2035;0;0
SE01;All;Batteries Prosumer;2040;0;0
SE01;All;Batteries Prosumer;2045;0;0
SE01;All;Batteries Prosumer;2050;0;0
SE02;All;Batteries Prosumer;2030;33;200
SE02;All;Batteries Prosumer;2035;67;400
SE02;All;Batteries Prosumer;2040;100;600
SE02;All;Batteries Prosumer;2045;150;900
SE02;All;Batteries Prosumer;2050;200;1200
SE03;All;Batteries Prosumer;2030;485;980
SE03;All;Batteries Prosumer;2035;970;2234
SE03;All;Batteries Prosumer;2040;1456;3487
SE03;All;Batteries Prosumer;2045;2183;4609
SE03;All;Batteries Prosumer;2050;2911;5730
SE04;All;Batteries Prosumer;2030;212;420
SE04;All;Batteries Prosumer;2035;423;930
SE04;All;Batteries Prosumer;2040;635;1440
SE04;All;Batteries Prosumer;2045;952;1905
SE04;All;Batteries Prosumer;2050;1270;2370
SI00;All;Batteries Prosumer;2030;1102;1385
SI00;All;Batteries Prosumer;2035;1642;2346
SI00;All;Batteries Prosumer;2040;2182;3306
SI00;All;Batteries Prosumer;2045;2722;4353
SI00;All;Batteries Prosumer;2050;3262;5400
SK00;All;Batteries Prosumer;2030;0;0
SK00;All;Batteries Prosumer;2035;405;445
SK00;All;Batteries Prosumer;2040;797;900
SK00;All;Batteries Prosumer;2045;992;1128
SK00;All;Batteries Prosumer;2050;1158;1324
UK00;All;Batteries Prosumer;2030;484;1016
UK00;All;Batteries Prosumer;2035;4572;5781
UK00;All;Batteries Prosumer;2040;8659;10546
UK00;All;Batteries Prosumer;2045;11071;12015
UK00;All;Batteries Prosumer;2050;13483;13483
AL00;All;Batteries Utility;2030;0;390
AL00;All;Batteries Utility;2035;0;641
AL00;All;Batteries Utility;2040;0;891
AL00;All;Batteries Utility;2045;0;928
AL00;All;Batteries Utility;2050;0;966
AT00;All;Batteries Utility;2030;46;114
AT00;All;Batteries Utility;2035;109;207
AT00;All;Batteries Utility;2040;173;300
AT00;All;Batteries Utility;2045;239;594
AT00;All;Batteries Utility;2050;304;887
BA00;All;Batteries Utility;2030;0;296
BA00;All;Batteries Utility;2035;0;634
BA00;All;Batteries Utility;2040;0;972
BA00;All;Batteries Utility;2045;0;1214
BA00;All;Batteries Utility;2050;0;1456
BE00;All;Batteries Utility;2030;1105;10982
BE00;All;Batteries Utility;2035;1105;19418
BE00;All;Batteries Utility;2040;1105;27853
BE00;All;Batteries Utility;2045;1118;34825
BE00;All;Batteries Utility;2050;1130;41797
BG00;All;Batteries Utility;2030;4923;9843
BG00;All;Batteries Utility;2035;4667;9843
BG00;All;Batteries Utility;2040;4411;9843
BG00;All;Batteries Utility;2045;4197;9843
BG00;All;Batteries Utility;2050;3982;9843
CH00;All;Batteries Utility;2030;0;0
CH00;All;Batteries Utility;2035;0;0
CH00;All;Batteries Utility;2040;0;0
CH00;All;Batteries Utility;2045;0;0
CH00;All;Batteries Utility;2050;0;0
CY00;All;Batteries Utility;2030;0;447
CY00;All;Batteries Utility;2035;1182;1598
CY00;All;Batteries Utility;2040;2364;2749
CY00;All;Batteries Utility;2045;2720;3382
CY00;All;Batteries Utility;2050;3076;4014
CZ00;All;Batteries Utility;2030;564;564
CZ00;All;Batteries Utility;2035;1426;1652
CZ00;All;Batteries Utility;2040;2288;2740
CZ00;All;Batteries Utility;2045;2949;3817
CZ00;All;Batteries Utility;2050;3610;4893
DE00;All;Batteries Utility;2030;6401;6401
DE00;All;Batteries Utility;2035;34250;37146
DE00;All;Batteries Utility;2040;62099;67891
DE00;All;Batteries Utility;2045;86598;98850
DE00;All;Batteries Utility;2050;111097;129810
DEKF;All;Batteries Utility;2030;0;0
DEKF;All;Batteries Utility;2035;0;0
DEKF;All;Batteries Utility;2040;0;0
DEKF;All;Batteries Utility;2045;0;0
DEKF;All;Batteries Utility;2050;0;0
DKE1;All;Batteries Utility;2030;0;2647
DKE1;All;Batteries Utility;2035;0;2894
DKE1;All;Batteries Utility;2040;0;3140
DKE1;All;Batteries Utility;2045;0;3433
DKE1;All;Batteries Utility;2050;0;3726
DKKF;All;Batteries Utility;2030;0;0
DKKF;All;Batteries Utility;2035;0;0
DKKF;All;Batteries Utility;2040;0;0
DKKF;All;Batteries Utility;2045;0;0
DKKF;All;Batteries Utility;2050;0;0
DKW1;All;Batteries Utility;2030;1850;6877
DKW1;All;Batteries Utility;2035;1830;6877
DKW1;All;Batteries Utility;2040;1810;6877
DKW1;All;Batteries Utility;2045;1776;6877
DKW1;All;Batteries Utility;2050;1742;6877
EE00;All;Batteries Utility;2030;0;0
EE00;All;Batteries Utility;2035;0;283
EE00;All;Batteries Utility;2040;0;301
EE00;All;Batteries Utility;2045;0;395
EE00;All;Batteries Utility;2050;0;485
ES00;All;Batteries Utility;2030;5000;7400
ES00;All;Batteries Utility;2035;15500;21000
ES00;All;Batteries Utility;2040;26000;34600
ES00;All;Batteries Utility;2045;29000;37900
ES00;All;Batteries Utility;2050;32000;41200
FI00;All;Batteries Utility;2030;1311;2452
FI00;All;Batteries Utility;2035;2214;4505
FI00;All;Batteries Utility;2040;3117;6558
FI00;All;Batteries Utility;2045;4502;10618
FI00;All;Batteries Utility;2050;5887;14677
FR00;All;Batteries Utility;2030;0;0
FR00;All;Batteries Utility;2035;6358;13424
FR00;All;Batteries Utility;2040;10513;22550
FR00;All;Batteries Utility;2045;17038;39687
FR00;All;Batteries Utility;2050;24461;59107
GR00;All;Batteries Utility;2030;0;0
GR00;All;Batteries Utility;2035;11715;12838
GR00;All;Batteries Utility;2040;11481;12399
GR00;All;Batteries Utility;2045;21096;24973
GR00;All;Batteries Utility;2050;33048;40618
GR03;All;Batteries Utility;2030;0;0
GR03;All;Batteries Utility;2035;0;0
GR03;All;Batteries Utility;2040;0;0
GR03;All;Batteries Utility;2045;0;0
GR03;All;Batteries Utility;2050;0;0
HR00;All;Batteries Utility;2030;309;713
HR00;All;Batteries Utility;2035;337;713
HR00;All;Batteries Utility;2040;365;713
HR00;All;Batteries Utility;2045;303;678
HR00;All;Batteries Utility;2050;241;632
HU00;All;Batteries Utility;2030;840;1214
HU00;All;Batteries Utility;2035;897;1214
HU00;All;Batteries Utility;2040;954;1215
HU00;All;Batteries Utility;2045;954;1215
HU00;All;Batteries Utility;2050;954;1215
IE00;All;Batteries Utility;2030;8461;8461
IE00;All;Batteries Utility;2035;23609;23609
IE00;All;Batteries Utility;2040;38756;38756
IE00;All;Batteries Utility;2045;45481;45481
IE00;All;Batteries Utility;2050;52206;52206
ITA0;All;Batteries Utility;2030;0;0
ITA0;All;Batteries Utility;2035;0;0
ITA0;All;Batteries Utility;2040;0;0
ITA0;All;Batteries Utility;2045;0;0
ITA0;All;Batteries Utility;2050;0;0
ITCA;All;Batteries Utility;2030;5624;7001
ITCA;All;Batteries Utility;2035;9624;10994
ITCA;All;Batteries Utility;2040;13624;14987
ITCA;All;Batteries Utility;2045;13624;18027
ITCA;All;Batteries Utility;2050;13624;21066
ITCN;All;Batteries Utility;2030;80;141
ITCN;All;Batteries Utility;2035;3280;6021
ITCN;All;Batteries Utility;2040;6480;11900
ITCN;All;Batteries Utility;2045;6480;13815
ITCN;All;Batteries Utility;2050;6480;15731
ITCS;All;Batteries Utility;2030;5380;5918
ITCS;All;Batteries Utility;2035;14188;15607
ITCS;All;Batteries Utility;2040;22996;25296
ITCS;All;Batteries Utility;2045;22996;32968
ITCS;All;Batteries Utility;2050;22996;40640
ITN1;All;Batteries Utility;2030;3224;5848
ITN1;All;Batteries Utility;2035;3224;6074
ITN1;All;Batteries Utility;2040;3224;6301
ITN1;All;Batteries Utility;2045;3224;7315
ITN1;All;Batteries Utility;2050;3224;8329
ITS1;All;Batteries Utility;2030;33609;36970
ITS1;All;Batteries Utility;2035;39609;43570
ITS1;All;Batteries Utility;2040;45609;50170
ITS1;All;Batteries Utility;2045;45609;76752
ITS1;All;Batteries Utility;2050;45609;103334
ITSA;All;Batteries Utility;2030;10360;11367
ITSA;All;Batteries Utility;2035;14360;15766
ITSA;All;Batteries Utility;2040;18360;20164
ITSA;All;Batteries Utility;2045;18360;30330
ITSA;All;Batteries Utility;2050;18360;40496
ITSI;All;Batteries Utility;2030;20488;22436
ITSI;All;Batteries Utility;2035;26488;31023
ITSI;All;Batteries Utility;2040;32488;39610
ITSI;All;Batteries Utility;2045;32488;55576
ITSI;All;Batteries Utility;2050;32488;71543
LT00;All;Batteries Utility;2030;0;0
LT00;All;Batteries Utility;2035;2272;2272
LT00;All;Batteries Utility;2040;2268;2268
LT00;All;Batteries Utility;2045;2912;2912
LT00;All;Batteries Utility;2050;3658;3658
LUB1;All;Batteries Utility;2030;0;0
LUB1;All;Batteries Utility;2035;0;0
LUB1;All;Batteries Utility;2040;0;0
LUB1;All;Batteries Utility;2045;0;0
LUB1;All;Batteries Utility;2050;0;0
LUF1;All;Batteries Utility;2030;0;0
LUF1;All;Batteries Utility;2035;0;0
LUF1;All;Batteries Utility;2040;0;0
LUF1;All;Batteries Utility;2045;0;0
LUF1;All;Batteries Utility;2050;0;0
LUG1;All;Batteries Utility;2030;8;12
LUG1;All;Batteries Utility;2035;11;22
LUG1;All;Batteries Utility;2040;15;32
LUG1;All;Batteries Utility;2045;14;32
LUG1;All;Batteries Utility;2050;14;32
LUV1;All;Batteries Utility;2030;0;0
LUV1;All;Batteries Utility;2035;0;0
LUV1;All;Batteries Utility;2040;0;0
LUV1;All;Batteries Utility;2045;0;0
LUV1;All;Batteries Utility;2050;0;0
LV00;All;Batteries Utility;2030;149;510
LV00;All;Batteries Utility;2035;144;510
LV00;All;Batteries Utility;2040;139;510
LV00;All;Batteries Utility;2045;70;523
LV00;All;Batteries Utility;2050;0;535
ME00;All;Batteries Utility;2030;0;1226
ME00;All;Batteries Utility;2035;0;1313
ME00;All;Batteries Utility;2040;0;1399
ME00;All;Batteries Utility;2045;0;1458
ME00;All;Batteries Utility;2050;0;1517
MK00;All;Batteries Utility;2030;0;1033
MK00;All;Batteries Utility;2035;0;1564
MK00;All;Batteries Utility;2040;0;2095
MK00;All;Batteries Utility;2045;0;2183
MK00;All;Batteries Utility;2050;0;2271
MT00;All;Batteries Utility;2030;0;30
MT00;All;Batteries Utility;2035;0;45
MT00;All;Batteries Utility;2040;0;59
MT00;All;Batteries Utility;2045;0;59
MT00;All;Batteries Utility;2050;0;59
NL00;All;Batteries Utility;2030;8722;11190
NL00;All;Batteries Utility;2035;19691;24477
NL00;All;Batteries Utility;2040;30661;37764
NL00;All;Batteries Utility;2045;41477;51786
NL00;All;Batteries Utility;2050;52294;65809
NOM1;All;Batteries Utility;2030;0;0
NOM1;All;Batteries Utility;2035;0;0
NOM1;All;Batteries Utility;2040;0;0
NOM1;All;Batteries Utility;2045;0;0
NOM1;All;Batteries Utility;2050;0;0
NON1;All;Batteries Utility;2030;0;0
NON1;All;Batteries Utility;2035;0;0
NON1;All;Batteries Utility;2040;0;0
NON1;All;Batteries Utility;2045;0;0
NON1;All;Batteries Utility;2050;0;0
NOS0;All;Batteries Utility;2030;0;0
NOS0;All;Batteries Utility;2035;0;0
NOS0;All;Batteries Utility;2040;0;0
NOS0;All;Batteries Utility;2045;0;0
NOS0;All;Batteries Utility;2050;0;0
PL00;All;Batteries Utility;2030;0;0
PL00;All;Batteries Utility;2035;0;11084
PL00;All;Batteries Utility;2040;0;15919
PL00;All;Batteries Utility;2045;0;24044
PL00;All;Batteries Utility;2050;0;32866
PT00;All;Batteries Utility;2030;2872;3690
PT00;All;Batteries Utility;2035;3083;5330
PT00;All;Batteries Utility;2040;3294;6970
PT00;All;Batteries Utility;2045;3294;6970
PT00;All;Batteries Utility;2050;3294;6970
RO00;All;Batteries Utility;2030;701;819
RO00;All;Batteries Utility;2035;1023;1356
RO00;All;Batteries Utility;2040;1346;1893
RO00;All;Batteries Utility;2045;1335;2522
RO00;All;Batteries Utility;2050;1324;3151
RS00;All;Batteries Utility;2030;0;28
RS00;All;Batteries Utility;2035;0;64
RS00;All;Batteries Utility;2040;0;100
RS00;All;Batteries Utility;2045;0;119
RS00;All;Batteries Utility;2050;0;138
SE01;All;Batteries Utility;2030;0;0
SE01;All;Batteries Utility;2035;0;0
SE01;All;Batteries Utility;2040;0;0
SE01;All;Batteries Utility;2045;0;0
SE01;All;Batteries Utility;2050;0;0
SE02;All;Batteries Utility;2030;0;0
SE02;All;Batteries Utility;2035;0;0
SE02;All;Batteries Utility;2040;0;0
SE02;All;Batteries Utility;2045;0;0
SE02;All;Batteries Utility;2050;0;0
SE03;All;Batteries Utility;2030;0;0
SE03;All;Batteries Utility;2035;0;0
SE03;All;Batteries Utility;2040;0;0
SE03;All;Batteries Utility;2045;0;0
SE03;All;Batteries Utility;2050;0;0
SE04;All;Batteries Utility;2030;0;0
SE04;All;Batteries Utility;2035;0;0
SE04;All;Batteries Utility;2040;0;0
SE04;All;Batteries Utility;2045;0;0
SE04;All;Batteries Utility;2050;0;0
SI00;All;Batteries Utility;2030;0;0
SI00;All;Batteries Utility;2035;0;0
SI00;All;Batteries Utility;2040;0;0
SI00;All;Batteries Utility;2045;0;0
SI00;All;Batteries Utility;2050;0;0
SK00;All;Batteries Utility;2030;0;0
SK00;All;Batteries Utility;2035;1041,012;1143,45575
SK00;All;Batteries Utility;2040;1417,6;1599,722222
SK00;All;Batteries Utility;2045;1925,55;2190,113914
SK00;All;Batteries Utility;2050;2461,6;2813,257143
UK00;All;Batteries Utility;2030;670,7878889;1406,976109
UK00;All;Batteries Utility;2035;5162,792993;6582,864292
UK00;All;Batteries Utility;2040;9654,798097;11758,75248
UK00;All;Batteries Utility;2045;11240,88472;12292,86191
UK00;All;Batteries Utility;2050;12826,97135;12826,97135
AL00;All;Electrolyzers;2030;0;9999
AL00;All;Electrolyzers;2035;0;19999
AL00;All;Electrolyzers;2040;0;29999
AL00;All;Electrolyzers;2045;0;39999
AL00;All;Electrolyzers;2050;0;49999
AT00;All;Electrolyzers;2030;0;9999
AT00;All;Electrolyzers;2035;0;19999
AT00;All;Electrolyzers;2040;0;29999
AT00;All;Electrolyzers;2045;0;39999
AT00;All;Electrolyzers;2050;0;49999
BA00;All;Electrolyzers;2030;0;9999
BA00;All;Electrolyzers;2035;0;19999
BA00;All;Electrolyzers;2040;0;29999
BA00;All;Electrolyzers;2045;0;39999
BA00;All;Electrolyzers;2050;0;49999
BE00;All;Electrolyzers;2030;0;9999
BE00;All;Electrolyzers;2035;0;19999
BE00;All;Electrolyzers;2040;0;29999
BE00;All;Electrolyzers;2045;0;39999
BE00;All;Electrolyzers;2050;0;49999
BG00;All;Electrolyzers;2030;0;9999
BG00;All;Electrolyzers;2035;0;19999
BG00;All;Electrolyzers;2040;0;29999
BG00;All;Electrolyzers;2045;0;39999
BG00;All;Electrolyzers;2050;0;49999
CH00;All;Electrolyzers;2030;0;9999
CH00;All;Electrolyzers;2035;0;19999
CH00;All;Electrolyzers;2040;0;29999
CH00;All;Electrolyzers;2045;0;39999
CH00;All;Electrolyzers;2050;0;49999
CY00;All;Electrolyzers;2030;0;9999
CY00;All;Electrolyzers;2035;0;19999
CY00;All;Electrolyzers;2040;0;29999
CY00;All;Electrolyzers;2045;0;39999
CY00;All;Electrolyzers;2050;0;49999
CZ00;All;Electrolyzers;2030;0;9999
CZ00;All;Electrolyzers;2035;0;19999
CZ00;All;Electrolyzers;2040;0;29999
CZ00;All;Electrolyzers;2045;0;39999
CZ00;All;Electrolyzers;2050;0;49999
DE00;All;Electrolyzers;2030;0;9999
DE00;All;Electrolyzers;2035;0;19999
DE00;All;Electrolyzers;2040;0;29999
DE00;All;Electrolyzers;2045;0;39999
DE00;All;Electrolyzers;2050;0;49999
DEKF;All;Electrolyzers;2030;0;9999
DEKF;All;Electrolyzers;2035;0;19999
DEKF;All;Electrolyzers;2040;0;29999
DEKF;All;Electrolyzers;2045;0;39999
DEKF;All;Electrolyzers;2050;0;49999
DKE1;All;Electrolyzers;2030;0;9999
DKE1;All;Electrolyzers;2035;0;19999
DKE1;All;Electrolyzers;2040;0;29999
DKE1;All;Electrolyzers;2045;0;39999
DKE1;All;Electrolyzers;2050;0;49999
DKKF;All;Electrolyzers;2030;0;9999
DKKF;All;Electrolyzers;2035;0;19999
DKKF;All;Electrolyzers;2040;0;29999
DKKF;All;Electrolyzers;2045;0;39999
DKKF;All;Electrolyzers;2050;0;49999
DKW1;All;Electrolyzers;2030;0;9999
DKW1;All;Electrolyzers;2035;0;19999
DKW1;All;Electrolyzers;2040;0;29999
DKW1;All;Electrolyzers;2045;0;39999
DKW1;All;Electrolyzers;2050;0;49999
EE00;All;Electrolyzers;2030;0;9999
EE00;All;Electrolyzers;2035;0;19999
EE00;All;Electrolyzers;2040;0;29999
EE00;All;Electrolyzers;2045;0;39999
EE00;All;Electrolyzers;2050;0;49999
ES00;All;Electrolyzers;2030;0;9999
ES00;All;Electrolyzers;2035;0;19999
ES00;All;Electrolyzers;2040;0;29999
ES00;All;Electrolyzers;2045;0;39999
ES00;All;Electrolyzers;2050;0;49999
FI00;All;Electrolyzers;2030;0;9999
FI00;All;Electrolyzers;2035;0;19999
FI00;All;Electrolyzers;2040;0;29999
FI00;All;Electrolyzers;2045;0;39999
FI00;All;Electrolyzers;2050;0;49999
FR00;All;Electrolyzers;2030;0;9999
FR00;All;Electrolyzers;2035;0;19999
FR00;All;Electrolyzers;2040;0;29999
FR00;All;Electrolyzers;2045;0;39999
FR00;All;Electrolyzers;2050;0;49999
GR00;All;Electrolyzers;2030;0;9999
GR00;All;Electrolyzers;2035;0;19999
GR00;All;Electrolyzers;2040;0;29999
GR00;All;Electrolyzers;2045;0;39999
GR00;All;Electrolyzers;2050;0;49999
GR03;All;Electrolyzers;2030;0;9999
GR03;All;Electrolyzers;2035;0;19999
GR03;All;Electrolyzers;2040;0;29999
GR03;All;Electrolyzers;2045;0;39999
GR03;All;Electrolyzers;2050;0;49999
HR00;All;Electrolyzers;2030;0;9999
HR00;All;Electrolyzers;2035;0;19999
HR00;All;Electrolyzers;2040;0;29999
HR00;All;Electrolyzers;2045;0;39999
HR00;All;Electrolyzers;2050;0;49999
HU00;All;Electrolyzers;2030;0;9999
HU00;All;Electrolyzers;2035;0;19999
HU00;All;Electrolyzers;2040;0;29999
HU00;All;Electrolyzers;2045;0;39999
HU00;All;Electrolyzers;2050;0;49999
IE00;All;Electrolyzers;2030;0;9999
IE00;All;Electrolyzers;2035;0;19999
IE00;All;Electrolyzers;2040;0;29999
IE00;All;Electrolyzers;2045;0;39999
IE00;All;Electrolyzers;2050;0;49999
ITA0;All;Electrolyzers;2030;0;9999
ITA0;All;Electrolyzers;2035;0;19999
ITA0;All;Electrolyzers;2040;0;29999
ITA0;All;Electrolyzers;2045;0;39999
ITA0;All;Electrolyzers;2050;0;49999
ITCA;All;Electrolyzers;2030;0;9999
ITCA;All;Electrolyzers;2035;0;19999
ITCA;All;Electrolyzers;2040;0;29999
ITCA;All;Electrolyzers;2045;0;39999
ITCA;All;Electrolyzers;2050;0;49999
ITCN;All;Electrolyzers;2030;0;9999
ITCN;All;Electrolyzers;2035;0;19999
ITCN;All;Electrolyzers;2040;0;29999
ITCN;All;Electrolyzers;2045;0;39999
ITCN;All;Electrolyzers;2050;0;49999
ITCS;All;Electrolyzers;2030;0;9999
ITCS;All;Electrolyzers;2035;0;19999
ITCS;All;Electrolyzers;2040;0;29999
ITCS;All;Electrolyzers;2045;0;39999
ITCS;All;Electrolyzers;2050;0;49999
ITN1;All;Electrolyzers;2030;0;9999
ITN1;All;Electrolyzers;2035;0;19999
ITN1;All;Electrolyzers;2040;0;29999
ITN1;All;Electrolyzers;2045;0;39999
ITN1;All;Electrolyzers;2050;0;49999
ITS1;All;Electrolyzers;2030;0;9999
ITS1;All;Electrolyzers;2035;0;19999
ITS1;All;Electrolyzers;2040;0;29999
ITS1;All;Electrolyzers;2045;0;39999
ITS1;All;Electrolyzers;2050;0;49999
ITSA;All;Electrolyzers;2030;0;9999
ITSA;All;Electrolyzers;2035;0;19999
ITSA;All;Electrolyzers;2040;0;29999
ITSA;All;Electrolyzers;2045;0;39999
ITSA;All;Electrolyzers;2050;0;49999
ITSI;All;Electrolyzers;2030;0;9999
ITSI;All;Electrolyzers;2035;0;19999
ITSI;All;Electrolyzers;2040;0;29999
ITSI;All;Electrolyzers;2045;0;39999
ITSI;All;Electrolyzers;2050;0;49999
LT00;All;Electrolyzers;2030;0;9999
LT00;All;Electrolyzers;2035;0;19999
LT00;All;Electrolyzers;2040;0;29999
LT00;All;Electrolyzers;2045;0;39999
LT00;All;Electrolyzers;2050;0;49999
LUB1;All;Electrolyzers;2030;0;9999
LUB1;All;Electrolyzers;2035;0;19999
LUB1;All;Electrolyzers;2040;0;29999
LUB1;All;Electrolyzers;2045;0;39999
LUB1;All;Electrolyzers;2050;0;49999
LUF1;All;Electrolyzers;2030;0;9999
LUF1;All;Electrolyzers;2035;0;19999
LUF1;All;Electrolyzers;2040;0;29999
LUF1;All;Electrolyzers;2045;0;39999
LUF1;All;Electrolyzers;2050;0;49999
LUG1;All;Electrolyzers;2030;0;9999
LUG1;All;Electrolyzers;2035;0;19999
