ws;Technology;cat;par;unit;priceyear;note;ref;est;year;val
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Planned outage [weeks per year];weeks/year;;;;ctrl;2050;3
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Planned outage [weeks per year];weeks/year;;;;lower;2020;2,55
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Planned outage [weeks per year];weeks/year;;;;lower;2050;2,25
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Planned outage [weeks per year];weeks/year;;;;upper;2020;3,45
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Planned outage [weeks per year];weeks/year;;;;upper;2050;3,75
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;ctrl;2015;0,06
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;ctrl;2020;0,06
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;ctrl;2030;0,06
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;ctrl;2050;0,06
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;lower;2020;0,05
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;lower;2050;0,04
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;upper;2020;0,06
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;;;upper;2050;0,07
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;ctrl;2015;25
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;ctrl;2020;25
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;ctrl;2030;25
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;ctrl;2050;25
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;lower;2020;20
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;lower;2050;20
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;upper;2020;35
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Energy/technical data;Technical lifetime [years];years;;;1;upper;2050;35
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2015;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2020;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2030;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2050;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];lower;2020;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];lower;2050;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];upper;2020;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;CH4 [g/GJ_i];g/GJ_i;;;[1, 2];upper;2050;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2015;1,2
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2020;1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2030;1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2050;1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];lower;2020;1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];lower;2050;0
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];upper;2020;3
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;N2O [g/GJ_i];g/GJ_i;;;[1, 2];upper;2050;1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];ctrl;2015;20
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];ctrl;2020;20
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];ctrl;2030;20
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];ctrl;2050;10
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];lower;2020;10
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];lower;2050;10
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];upper;2020;30
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;NOX [g/GJ_i];g/GJ_i;;[C, F];[1, 2];upper;2050;20
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2015;0,3
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2020;0,3
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2030;0,3
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];ctrl;2050;0,3
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];lower;2020;0,1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];lower;2050;0,1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];upper;2020;2
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;Particles [g/GJ_i];g/GJ_i;;;[1, 2];upper;2050;1
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];ctrl;2015;0,9825
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];ctrl;2020;0,9825
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];ctrl;2030;0,9825
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];ctrl;2050;0,9825
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];lower;2020;0,95625
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];lower;2050;0,9825
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];upper;2020;0,99125
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Environment;SO2 (degree of desulphuring) [];;;;[1, 2];upper;2050;0,99125
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;ctrl;2015;68055,85395
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;ctrl;2020;65929,10852
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;ctrl;2030;62738,99036
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;ctrl;2050;57422,12677
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;lower;2020;56358,75405
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;lower;2050;44661,65416
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;upper;2020;76562,8357
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;0;;upper;2050;75499,46298
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;ctrl;2015;2,456390979
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;ctrl;2020;2,392588616
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;ctrl;2030;2,275617617
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;ctrl;2050;2,062943073
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;lower;2020;2,031041891
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;lower;2050;1,669495167
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;upper;2020;2,807303976
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[J, K];1;upper;2050;2,82857143
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2015;1,371750806
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2020;1,339849625
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2030;1,265413534
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2050;1,159076263
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;lower;2020;1,105907627
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;lower;2050;0,914500537
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;upper;2020;1,563157895
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;K;;upper;2050;1,573791623
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2015;1,084640172
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2020;1,052738991
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2030;0,999570355
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;ctrl;2050;0,90386681
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;lower;2020;0,914500537
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;lower;2050;0,75499463
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;upper;2020;1,24414608
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;K;;upper;2050;1,254779807
09b Wood Pellets, Large 40 degr;Biomass CHP, 40/80 degree - back pressure - wood pellets - large;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;L;;ctrl;2015;1,829001075
