Year;Scenario;Technology;Node_Type;Value;Country;Climate_Year;Unit_Name
2040;National Trends;PS Closed;Market;1,90074218;Morocco;CY2009;TWh
2040;National Trends;PS Closed;Market;3,745738425;Poland;CY1995;TWh
2040;National Trends;PS Closed;Market;3,745738425;Poland;CY2008;TWh
2040;National Trends;PS Closed;Market;3,745738425;Poland;CY2009;TWh
2040;National Trends;PS Closed;Market;3,576112482;Serbia;CY1995;TWh
2040;National Trends;PS Closed;Market;3,576112482;Serbia;CY2008;TWh
2040;National Trends;PS Closed;Market;3,576112482;Serbia;CY2009;TWh
2040;National Trends;PS Closed;Market;0,961660196;Slovakia;CY1995;TWh
2040;National Trends;PS Closed;Market;0,961660196;Slovakia;CY2008;TWh
2040;National Trends;PS Closed;Market;0,961660196;Slovakia;CY2009;TWh
2040;National Trends;PS Closed;Market;0,972589582;Slovenia;CY1995;TWh
2040;National Trends;PS Closed;Market;0,972589582;Slovenia;CY2008;TWh
2040;National Trends;PS Closed;Market;0,972589582;Slovenia;CY2009;TWh
2040;National Trends;PS Closed;Market;27,12072807;Spain;CY1995;TWh
2040;National Trends;PS Closed;Market;27,12072807;Spain;CY2008;TWh
2040;National Trends;PS Closed;Market;27,12072807;Spain;CY2009;TWh
2040;National Trends;PS Closed;Market;6,087759351;Switzerland;CY1995;TWh
2040;National Trends;PS Closed;Market;6,087759351;Switzerland;CY2008;TWh
2040;National Trends;PS Closed;Market;6,087759351;Switzerland;CY2009;TWh
2040;National Trends;PS Closed;Market;1,891971823;Turkey;CY1995;TWh
2040;National Trends;PS Closed;Market;1,891971823;Turkey;CY2008;TWh
2040;National Trends;PS Closed;Market;1,891971823;Turkey;CY2009;TWh
2040;National Trends;PS Closed;Market;7,827702466;UK;CY1995;TWh
2040;National Trends;PS Closed;Market;7,827702466;UK;CY2008;TWh
2040;National Trends;PS Closed;Market;7,827702466;UK;CY2009;TWh
2040;National Trends;PS Closed;Market;4,200514154;Ukraine;CY1995;TWh
2040;National Trends;PS Closed;Market;4,200514154;Ukraine;CY2008;TWh
2040;National Trends;PS Closed;Market;4,200514154;Ukraine;CY2009;TWh
2040;National Trends;PS Open;Market;20,08651022;Austria;CY1995;TWh
2040;National Trends;PS Open;Market;20,08651022;Austria;CY2008;TWh
2040;National Trends;PS Open;Market;20,08651022;Austria;CY2009;TWh
2040;National Trends;PS Open;Market;1,04722808;Bosnia and Herzegovina;CY1995;TWh
2040;National Trends;PS Open;Market;1,04722808;Bosnia and Herzegovina;CY2008;TWh
2040;National Trends;PS Open;Market;1,04722808;Bosnia and Herzegovina;CY2009;TWh
2040;National Trends;PS Open;Market;0,370500226;Bulgaria;CY1995;TWh
2040;National Trends;PS Open;Market;0,370500226;Bulgaria;CY2008;TWh
2040;National Trends;PS Open;Market;0,370500226;Bulgaria;CY2009;TWh
2040;National Trends;PS Open;Market;0,589260547;Croatia;CY1995;TWh
2040;National Trends;PS Open;Market;0,589260547;Croatia;CY2008;TWh
2040;National Trends;PS Open;Market;0,589260547;Croatia;CY2009;TWh
2040;National Trends;PS Open;Market;1,363328267;Czech Republic;CY1995;TWh
2040;National Trends;PS Open;Market;1,363328267;Czech Republic;CY2008;TWh
2040;National Trends;PS Open;Market;1,363328267;Czech Republic;CY2009;TWh
2040;National Trends;PS Open;Market;9,230574343;France;CY1995;TWh
2040;National Trends;PS Open;Market;9,230574343;France;CY2008;TWh
2040;National Trends;PS Open;Market;9,230574343;France;CY2009;TWh
2040;National Trends;PS Open;Market;8,029540863;Germany;CY1995;TWh
2040;National Trends;PS Open;Market;8,029540863;Germany;CY2008;TWh
2040;National Trends;PS Open;Market;8,029540863;Germany;CY2009;TWh
2040;National Trends;PS Open;Market;1,189462505;Greece;CY1995;TWh
2040;National Trends;PS Open;Market;1,189462505;Greece;CY2008;TWh
2040;National Trends;PS Open;Market;1,189462505;Greece;CY2009;TWh
2040;National Trends;PS Open;Market;5,354356107;Italy;CY1995;TWh
2040;National Trends;PS Open;Market;5,354356107;Italy;CY2008;TWh
2040;National Trends;PS Open;Market;5,354356107;Italy;CY2009;TWh
2040;National Trends;PS Open;Market;0,7287632;North Macedonia;CY1995;TWh
2040;National Trends;PS Open;Market;0,7287632;North Macedonia;CY2008;TWh
2040;National Trends;PS Open;Market;0,7287632;North Macedonia;CY2009;TWh
2040;National Trends;PS Open;Market;0,871498611;Norway;CY1995;TWh
2040;National Trends;PS Open;Market;0,871498611;Norway;CY2008;TWh
2040;National Trends;PS Open;Market;0,871498611;Norway;CY2009;TWh
2040;National Trends;PS Open;Market;0,351179483;Poland;CY1995;TWh
2040;National Trends;PS Open;Market;0,351179483;Poland;CY2008;TWh
2040;National Trends;PS Open;Market;0,351179483;Poland;CY2009;TWh
2040;National Trends;PS Open;Market;13,34720924;Portugal;CY1995;TWh
2040;National Trends;PS Open;Market;13,34720924;Portugal;CY2008;TWh
2040;National Trends;PS Open;Market;13,34720924;Portugal;CY2009;TWh
2040;National Trends;PS Open;Market;0,316442525;Romania;CY1995;TWh
2040;National Trends;PS Open;Market;0,316442525;Romania;CY2008;TWh
2040;National Trends;PS Open;Market;0,316442525;Romania;CY2009;TWh
2040;National Trends;PS Open;Market;0,195189287;Slovakia;CY1995;TWh
2040;National Trends;PS Open;Market;0,195189287;Slovakia;CY2008;TWh
2040;National Trends;PS Open;Market;0,195189287;Slovakia;CY2009;TWh
2040;National Trends;PS Open;Market;16,18120127;Spain;CY1995;TWh
2040;National Trends;PS Open;Market;16,18120127;Spain;CY2008;TWh
2040;National Trends;PS Open;Market;16,18120127;Spain;CY2009;TWh
2040;National Trends;PS Open;Market;11,40573944;Switzerland;CY1995;TWh
2040;National Trends;PS Open;Market;11,40573944;Switzerland;CY2008;TWh
2040;National Trends;PS Open;Market;11,40573944;Switzerland;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,038;Austria;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,037;Austria;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,039;Austria;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,036;Austria;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,036;Austria;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,038;Austria;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,425;Belgium;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,417;Belgium;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,404;Belgium;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,268;Belgium;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,249;Belgium;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,263;Belgium;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;1,573;Bulgaria;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;1,587;Bulgaria;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;1,538;Bulgaria;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,381;Bulgaria;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,383;Bulgaria;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,37;Bulgaria;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,112;Croatia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,111;Croatia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,109;Croatia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,06;Croatia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,06;Croatia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,061;Croatia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,364;Cyprus;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,364;Cyprus;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,36;Cyprus;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,035;Cyprus;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,036;Cyprus;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,035;Cyprus;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,529;Czech Republic;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,533;Czech Republic;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,518;Czech Republic;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,163;Czech Republic;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,178;Czech Republic;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,179;Czech Republic;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,672;Denmark;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,701;Denmark;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,624;Denmark;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,038;Denmark;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,036;Denmark;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,036;Denmark;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,774;Finland;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,724;Finland;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,714;Finland;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,344;Finland;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,322;Finland;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,359;Finland;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;2,512;France;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;2,502;France;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;2,417;France;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,182;France;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,173;France;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,192;France;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;11,901;Germany;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;12,052;Germany;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;11,513;Germany;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;22,038;Germany;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;21,813;Germany;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;23,414;Germany;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;4,004;Greece;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;4,106;Greece;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;3,964;Greece;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;2,466;Greece;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;2,519;Greece;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;2,426;Greece;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,308;Hungary;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,305;Hungary;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,307;Hungary;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,112;Hungary;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,114;Hungary;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,116;Hungary;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;5,604;Ireland;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;5,568;Ireland;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;5,753;Ireland;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,151;Ireland;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,953;Ireland;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,209;Ireland;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;35,754;Italy;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;34,677;Italy;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;35,498;Italy;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;5,516;Italy;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;5,678;Italy;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;5,721;Italy;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,045;Latvia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,044;Latvia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,044;Latvia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,002;Latvia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,002;Latvia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,002;Latvia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,826;Lithuania;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,759;Lithuania;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,727;Lithuania;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,202;Lithuania;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,196;Lithuania;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,213;Lithuania;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,002;Luxembourg;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,002;Luxembourg;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,002;Luxembourg;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,004;Luxembourg;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,004;Luxembourg;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,004;Luxembourg;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;6,945;Netherlands;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;7,092;Netherlands;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;6,679;Netherlands;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;10,618;Netherlands;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;10,958;Netherlands;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;11,313;Netherlands;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;1,055;Portugal;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;1,049;Portugal;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;1,024;Portugal;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,052;Portugal;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,055;Portugal;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,053;Portugal;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,338;Romania;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,345;Romania;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,34;Romania;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,049;Romania;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,049;Romania;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,049;Romania;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,375;Slovakia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,373;Slovakia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,37;Slovakia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,115;Slovakia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,12;Slovakia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,119;Slovakia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,477;Slovenia;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,489;Slovenia;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,49;Slovenia;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;5,147;Spain;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;5,014;Spain;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;5,076;Spain;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,483;Spain;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,501;Spain;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,486;Spain;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,39;Sweden;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,374;Sweden;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;0,386;Sweden;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,552;Switzerland;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,6;Switzerland;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;0,591;Switzerland;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Market;2,072;UK;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Market;2,113;UK;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Market;2,078;UK;CY2009;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,234;UK;CY1995;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,162;UK;CY2008;TWh
2035;Global Ambition;Battery Storage charge (load);Prosumer;1,187;UK;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,418;Belgium;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,457;Belgium;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,353;Belgium;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,492;Bulgaria;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,504;Bulgaria;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,483;Bulgaria;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,638;Croatia;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,504;Croatia;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,321;Croatia;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,007;Cyprus;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,009;Cyprus;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,006;Cyprus;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,025;Czech Republic;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,03;Czech Republic;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,03;Czech Republic;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,152;France;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,136;France;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,125;France;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,32;Germany;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,357;Germany;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,46;Germany;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,744;Greece;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,66;Greece;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,609;Greece;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;1,12;Hungary;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,954;Hungary;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,677;Hungary;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,613;Ireland;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,688;Ireland;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,513;Ireland;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,388;Italy;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,305;Italy;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,345;Italy;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,052;Latvia;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,046;Latvia;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,033;Latvia;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,167;Lithuania;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,151;Lithuania;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,084;Lithuania;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,03;Luxembourg;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,022;Luxembourg;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,028;Luxembourg;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;8,304;Netherlands;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;9,285;Netherlands;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;8,486;Netherlands;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;2,428;Poland;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;2,461;Poland;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;1,326;Poland;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,009;Portugal;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,011;Portugal;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,01;Portugal;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,066;Romania;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,08;Romania;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,083;Romania;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,145;Slovakia;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,127;Slovakia;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,089;Slovakia;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,114;Slovenia;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,101;Slovenia;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,092;Slovenia;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,354;Sweden;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,319;Sweden;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;0,365;Sweden;CY2009;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;6,971;UK;CY1995;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;7,842;UK;CY2008;TWh
2035;Global Ambition;CH4 Heat Pump (load);Prosumer;5,872;UK;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;13,93811686;Austria;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;12,97611044;Austria;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;10,96355905;Austria;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;1,848200283;Belgium;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;1,792620443;Belgium;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;1,638754645;Belgium;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;0,178877049;Bulgaria;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;0,179205055;Bulgaria;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;0,151833121;Bulgaria;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;2,830049813;Croatia;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;2,48963821;Croatia;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;2,334604087;Croatia;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;3,067091676;Cyprus;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;3,091458998;Cyprus;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;3,091514185;Cyprus;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;2,500627281;Czech Republic;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;1,915187724;Czech Republic;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;1,688933257;Czech Republic;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;71,82362939;Denmark;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;70,99503727;Denmark;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;64,58341672;Denmark;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;117,236388;Finland;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;107,6697346;Finland;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;98,00077164;Finland;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;23,44672515;France;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;22,93991212;France;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;19,38570701;France;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;128,4234467;Germany;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;127,7569664;Germany;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;112,478446;Germany;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;32,11411147;Greece;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;30,83542173;Greece;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;31,24268101;Greece;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;0,57482067;Hungary;CY1995;TWh
2035;Global Ambition;Electrolyser (load);Market;0,496748305;Hungary;CY2008;TWh
2035;Global Ambition;Electrolyser (load);Market;0,463684591;Hungary;CY2009;TWh
2035;Global Ambition;Electrolyser (load);Market;33,35769009;Ireland;CY1995;TWh
