Year;Scenario;Category_Simple;Category_Detail;Value;Country;Climate_Year;Property_Name;Unit_Name
2030;National Trends;Other thermal;Hard coal biofuel;2,5563758;Belgium;CY2009;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,0018;Belgium;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;6,541671774;Belgium;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,3544;Belgium;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,14;Belgium;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,594;Belgium;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;1,748;Bosnia and Herzegovina;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;1,748;Bosnia and Herzegovina;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;1,748;Bosnia and Herzegovina;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;2,504;Bulgaria;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;2,504;Bulgaria;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;2,504;Bulgaria;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,34944;Croatia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,29;Croatia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,303;Croatia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,2;Croatia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,34944;Croatia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,29;Croatia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,303;Croatia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,2;Croatia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,34944;Croatia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,29;Croatia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,303;Croatia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,2;Croatia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,0978;Cyprus;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,1875;Cyprus;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,0978;Cyprus;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,1875;Cyprus;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,0978;Cyprus;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,1875;Cyprus;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,0011334;Czech Republic;CY1995;Generation;TWh
2030;National Trends;Other thermal;Lignite;0,121245204;Czech Republic;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;5,685351611;Czech Republic;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,045;Czech Republic;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;4,745811;Czech Republic;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,7092;Czech Republic;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,0011334;Czech Republic;CY2008;Generation;TWh
2030;National Trends;Other thermal;Lignite;0,121245204;Czech Republic;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;5,685351611;Czech Republic;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,045;Czech Republic;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;4,745811;Czech Republic;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,7092;Czech Republic;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,0011334;Czech Republic;CY2009;Generation;TWh
2030;National Trends;Other thermal;Lignite;0,121245204;Czech Republic;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;5,685351611;Czech Republic;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,045;Czech Republic;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;4,745811;Czech Republic;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,7092;Czech Republic;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;8,236085518;Denmark;CY1995;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,097313884;Denmark;CY1995;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,00837915;Denmark;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;1,94358;Denmark;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,0651;Denmark;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,6968;Denmark;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;8,236085518;Denmark;CY2008;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,097313884;Denmark;CY2008;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,00837915;Denmark;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;1,94358;Denmark;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,0651;Denmark;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,6968;Denmark;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;8,236085518;Denmark;CY2009;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,097313884;Denmark;CY2009;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,00837915;Denmark;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;1,94358;Denmark;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,0651;Denmark;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,6968;Denmark;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,005089109;Egypt;CY1995;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,6;Egypt;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,574402;Egypt;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,005089109;Egypt;CY2008;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,6;Egypt;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,574402;Egypt;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,005089109;Egypt;CY2009;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,6;Egypt;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,574402;Egypt;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Oil shale biofuel;1,15331992;Estonia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,200421312;Estonia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Oil shale;0,173;Estonia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Oil shale biofuel;0,657999;Estonia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,134952;Estonia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Oil shale biofuel;1,15331992;Estonia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,200421312;Estonia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Oil shale;0,173;Estonia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Oil shale biofuel;0,657999;Estonia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,134952;Estonia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Oil shale biofuel;1,15331992;Estonia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,200421312;Estonia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Oil shale;0,173;Estonia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Oil shale biofuel;0,657999;Estonia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,134952;Estonia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;4,521667653;Finland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,830865492;Finland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;1,195998;Finland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,3905;Finland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;4,521667653;Finland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,830865492;Finland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;1,195998;Finland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,3905;Finland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;4,521667653;Finland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,830865492;Finland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;1,195998;Finland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,3905;Finland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,450758356;France;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;11,03554601;France;CY1995;Generation;TWh
2030;National Trends;Other thermal;Light oil;1,254998;France;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;4,4;France;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,450758356;France;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;11,03554601;France;CY2008;Generation;TWh
2030;National Trends;Other thermal;Light oil;1,254998;France;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;4,4;France;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,450758356;France;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;11,03554601;France;CY2009;Generation;TWh
2030;National Trends;Other thermal;Light oil;1,254998;France;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;4,4;France;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,754859306;Germany;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,567076548;Germany;CY1995;Generation;TWh
2030;National Trends;Other thermal;Light oil;1,585339;Germany;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;7,28002;Germany;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,754859306;Germany;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,567076548;Germany;CY2008;Generation;TWh
2030;National Trends;Other thermal;Light oil;1,585339;Germany;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;7,28002;Germany;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,754859306;Germany;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,567076548;Germany;CY2009;Generation;TWh
2030;National Trends;Other thermal;Light oil;1,585339;Germany;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;7,28002;Germany;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,098;Greece;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,310002;Greece;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,098;Greece;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,310002;Greece;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,098;Greece;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,310002;Greece;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;0,794243193;Hungary;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,001246049;Hungary;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,102099;Hungary;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,495;Hungary;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,101408;Hungary;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;0,794243193;Hungary;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,001246049;Hungary;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,102099;Hungary;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,495;Hungary;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,101408;Hungary;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;0,794243193;Hungary;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,001246049;Hungary;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,102099;Hungary;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Light oil;0,495;Hungary;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;1,101408;Hungary;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,739671912;Ireland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;1,205568;Ireland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,188;Ireland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,1851;Ireland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,138;Ireland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,739671912;Ireland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;1,205568;Ireland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,188;Ireland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,1851;Ireland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,138;Ireland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,739671912;Ireland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;1,205568;Ireland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,188;Ireland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,1851;Ireland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,138;Ireland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,8184;Israel;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,8;Israel;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,8184;Israel;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,8;Israel;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,8184;Israel;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,8;Israel;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;10,75067733;Italy;CY1995;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,015;Italy;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;4,97803;Italy;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;10,75067733;Italy;CY2008;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,015;Italy;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;4,97803;Italy;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;10,75067733;Italy;CY2009;Generation;TWh
2030;National Trends;Other thermal;Light oil;0,015;Italy;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;4,97803;Italy;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,93379104;Lithuania;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,10689;Lithuania;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,93379104;Lithuania;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,10689;Lithuania;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,93379104;Lithuania;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,10689;Lithuania;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,15288;Luxembourg;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,035;Luxembourg;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,15288;Luxembourg;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,035;Luxembourg;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,15288;Luxembourg;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,035;Luxembourg;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,35;Lybia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,35;Lybia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,35;Lybia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,76;Moldavia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,76;Moldavia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,76;Moldavia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,45;Montenegro;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,45;Montenegro;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,45;Montenegro;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;2,276470944;Morocco;CY1995;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,000949341;Morocco;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal;3,766003;Morocco;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,675;Morocco;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;2,276470944;Morocco;CY2008;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,000949341;Morocco;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal;3,766003;Morocco;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,675;Morocco;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;2,276470944;Morocco;CY2009;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,000949341;Morocco;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal;3,766003;Morocco;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,675;Morocco;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;16,30927383;Netherlands;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;4,3815;Netherlands;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;16,30927383;Netherlands;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;4,3815;Netherlands;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;16,30927383;Netherlands;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;4,3815;Netherlands;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,31504;Norway;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,265;Norway;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,31504;Norway;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,265;Norway;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,31504;Norway;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,265;Norway;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,14;Palestine;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,14;Palestine;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,14;Palestine;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;2,114303458;Poland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;8,728269866;Poland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Lignite;0,113025853;Poland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;12,78928007;Poland;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal;9,001691;Poland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;3,305506;Poland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;6,520005;Poland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;5,614321;Poland;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;2,114303458;Poland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;8,728269866;Poland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Lignite;0,113025853;Poland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;12,78928007;Poland;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal;9,001691;Poland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;3,305506;Poland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;6,520005;Poland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;5,614321;Poland;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;2,114303458;Poland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;8,728269866;Poland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Lignite;0,113025853;Poland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;12,78928007;Poland;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal;9,001691;Poland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;3,305506;Poland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;6,520005;Poland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;5,614321;Poland;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,225801547;Portugal;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,465;Portugal;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,225801547;Portugal;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,465;Portugal;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;2,225801547;Portugal;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,465;Portugal;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,13;Romania;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,13;Romania;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,13;Romania;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;13,6888694;Serbia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Lignite;4,689744;Serbia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;13,6888694;Serbia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Lignite;4,689744;Serbia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;13,6888694;Serbia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Lignite;4,689744;Serbia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;1,19711574;Slovakia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,188212503;Slovakia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,430246198;Slovakia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Lignite biofuel;0,36171022;Slovakia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,815056726;Slovakia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,263442;Slovakia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;0,027085;Slovakia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,133278;Slovakia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,033188;Slovakia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,051702;Slovakia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,134372;Slovakia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;1,19711574;Slovakia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,188212503;Slovakia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,430246198;Slovakia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Lignite biofuel;0,36171022;Slovakia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,815056726;Slovakia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,263442;Slovakia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;0,027085;Slovakia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,133278;Slovakia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,033188;Slovakia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,051702;Slovakia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,134372;Slovakia;CY2008;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;1,19711574;Slovakia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal biofuel;0,188212503;Slovakia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Heavy oil;0,430246198;Slovakia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Lignite biofuel;0,36171022;Slovakia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;0,815056726;Slovakia;CY2009;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,263442;Slovakia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal biofuel;0,027085;Slovakia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Heavy oil;0,133278;Slovakia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,033188;Slovakia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite biofuel;0,051702;Slovakia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,134372;Slovakia;CY2009;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,374875926;Slovenia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;1,7744464;Slovenia;CY1995;Generation;TWh
2030;National Trends;Other thermal;Hard coal;0,081;Slovenia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Lignite;0,539;Slovenia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Others non-RES;0,217001;Slovenia;CY1995;Installed Capacity;GW
2030;National Trends;Other thermal;Hard coal;0,374875926;Slovenia;CY2008;Generation;TWh
2030;National Trends;Other thermal;Others non-RES;1,7744464;Slovenia;CY2008;Generation;TWh
