OFFSHORE_NODE;OFFSHORE_NODE_TYPE;YEAR;SCENARIO;LAYER;TECH1;TECH2;EXISTING_MW;MARGIN_MW;MAX_MW
FIOH001;Hub;2050;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2030;Global Ambition;AC_FB;AC_FB_R;;1000;21205,75114;22205,75114
FIOH001;Hub;2035;Global Ambition;AC_FB;AC_FB_R;;3600;18605,75114;22205,75114
FIOH001;Hub;2040;Global Ambition;AC_FB;AC_FB_R;;4900;17305,75114;22205,75114
FIOH001;Hub;2045;Global Ambition;AC_FB;AC_FB_R;;8800;13405,75114;22205,75114
FIOH001;Hub;2050;Global Ambition;AC_FB;AC_FB_R;;12000;10205,75114;22205,75114
FIOH001;Hub;2030;Global Ambition;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2035;Global Ambition;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2040;Global Ambition;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2045;Global Ambition;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2050;Global Ambition;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2030;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2035;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2040;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2045;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2050;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2030;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2035;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2040;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2045;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2050;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2030;National Trends;AC_FB;AC_FB_R;;1000;21205,75114;22205,75114
FIOH001;Hub;2035;National Trends;AC_FB;AC_FB_R;;3600;18605,75114;22205,75114
FIOH001;Hub;2040;National Trends;AC_FB;AC_FB_R;;4900;17305,75114;22205,75114
FIOH001;Hub;2045;National Trends;AC_FB;AC_FB_R;;8800;13405,75114;22205,75114
FIOH001;Hub;2050;National Trends;AC_FB;AC_FB_R;;12000;10205,75114;22205,75114
FIOH001;Hub;2030;National Trends;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2035;National Trends;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2040;National Trends;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2045;National Trends;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2050;National Trends;AC_FL;AC_FL_R;;0;122,1844723;122,1844723
FIOH001;Hub;2030;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2035;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2040;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2045;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2050;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;42665,34433;42665,34433
FIOH001;Hub;2030;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2035;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2040;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2045;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FIOH001;Hub;2050;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;6,72005164;6,72005164
FROH001;Hub;2030;Distributed Energy;AC_FB;AC_FB_R;;2050;5436,083838;7486,083838
FROH001;Hub;2035;Distributed Energy;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2040;Distributed Energy;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2045;Distributed Energy;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2050;Distributed Energy;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2030;Distributed Energy;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2035;Distributed Energy;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2040;Distributed Energy;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2045;Distributed Energy;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2050;Distributed Energy;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2030;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;0;7071,519117;7071,519117
FROH001;Hub;2035;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;1063,916162;6007,602955;7071,519117
FROH001;Hub;2040;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;2263,916162;4807,602955;7071,519117
FROH001;Hub;2045;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;6263,916162;807,6029554;7071,519117
FROH001;Hub;2050;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;6263,916162;807,6029554;7071,519117
FROH001;Hub;2030;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2035;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2040;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2045;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2050;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2030;Global Ambition;AC_FB;AC_FB_R;;2050;5436,083838;7486,083838
FROH001;Hub;2035;Global Ambition;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2040;Global Ambition;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2045;Global Ambition;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2050;Global Ambition;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2030;Global Ambition;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2035;Global Ambition;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2040;Global Ambition;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2045;Global Ambition;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2050;Global Ambition;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2030;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;7071,519117;7071,519117
FROH001;Hub;2035;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;1063,916162;6007,602955;7071,519117
FROH001;Hub;2040;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;2263,916162;4807,602955;7071,519117
FROH001;Hub;2045;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;6263,916162;807,6029554;7071,519117
FROH001;Hub;2050;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;6263,916162;807,6029554;7071,519117
FROH001;Hub;2030;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2035;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2040;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2045;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2050;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2030;National Trends;AC_FB;AC_FB_R;;2050;5436,083838;7486,083838
FROH001;Hub;2035;National Trends;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2040;National Trends;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2045;National Trends;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2050;National Trends;AC_FB;AC_FB_R;;7486,083838;0;7486,083838
FROH001;Hub;2030;National Trends;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2035;National Trends;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2040;National Trends;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2045;National Trends;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2050;National Trends;AC_FL;AC_FL_R;;0;0;0
FROH001;Hub;2030;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;7071,519117;7071,519117
FROH001;Hub;2035;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;1063,916162;6007,602955;7071,519117
FROH001;Hub;2040;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;2263,916162;4807,602955;7071,519117
FROH001;Hub;2045;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;6263,916162;807,6029554;7071,519117
FROH001;Hub;2050;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;6263,916162;807,6029554;7071,519117
FROH001;Hub;2030;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2035;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2040;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2045;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH001;Hub;2050;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
FROH002;Hub;2030;Distributed Energy;AC_FB;AC_FB_R;;1740;4981,308301;6721,308301
FROH002;Hub;2035;Distributed Energy;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2040;Distributed Energy;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2045;Distributed Energy;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2050;Distributed Energy;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2030;Distributed Energy;AC_FL;AC_FL_R;;0;19,8865316;19,8865316
FROH002;Hub;2035;Distributed Energy;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2040;Distributed Energy;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2045;Distributed Energy;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2050;Distributed Energy;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2030;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;0;28670,79541;28670,79541
FROH002;Hub;2035;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;1098,805167;27571,99024;28670,79541
FROH002;Hub;2040;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;8298,805167;20371,99024;28670,79541
FROH002;Hub;2045;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;8298,805167;20371,99024;28670,79541
FROH002;Hub;2050;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;18298,80517;10371,99024;28670,79541
FROH002;Hub;2030;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2035;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2040;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2045;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2050;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2030;Global Ambition;AC_FB;AC_FB_R;;1740;4981,308301;6721,308301
FROH002;Hub;2035;Global Ambition;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2040;Global Ambition;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2045;Global Ambition;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2050;Global Ambition;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2030;Global Ambition;AC_FL;AC_FL_R;;0;19,8865316;19,8865316
FROH002;Hub;2035;Global Ambition;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2040;Global Ambition;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2045;Global Ambition;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2050;Global Ambition;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2030;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;28670,79541;28670,79541
FROH002;Hub;2035;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;1098,805167;27571,99024;28670,79541
FROH002;Hub;2040;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;8298,805167;20371,99024;28670,79541
FROH002;Hub;2045;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;8298,805167;20371,99024;28670,79541
FROH002;Hub;2050;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;18298,80517;10371,99024;28670,79541
FROH002;Hub;2030;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2035;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2040;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2045;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2050;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2030;National Trends;AC_FB;AC_FB_R;;1740;4981,308301;6721,308301
FROH002;Hub;2035;National Trends;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2040;National Trends;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2045;National Trends;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2050;National Trends;AC_FB;AC_FB_R;;6721,308301;0;6721,308301
FROH002;Hub;2030;National Trends;AC_FL;AC_FL_R;;0;19,8865316;19,8865316
FROH002;Hub;2035;National Trends;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2040;National Trends;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2045;National Trends;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2050;National Trends;AC_FL;AC_FL_R;;19,8865316;0;19,8865316
FROH002;Hub;2030;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;28670,79541;28670,79541
FROH002;Hub;2035;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;1098,805167;27571,99024;28670,79541
FROH002;Hub;2040;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;8298,805167;20371,99024;28670,79541
FROH002;Hub;2045;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;8298,805167;20371,99024;28670,79541
FROH002;Hub;2050;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;18298,80517;10371,99024;28670,79541
FROH002;Hub;2030;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2035;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2040;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2045;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH002;Hub;2050;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;3397,923627;3397,923627
FROH003;Hub;2030;Distributed Energy;AC_FB;AC_FB_R;;85;2181,539491;2266,539491
FROH003;Hub;2035;Distributed Energy;AC_FB;AC_FB_R;;1585;681,5394915;2266,539491
FROH003;Hub;2040;Distributed Energy;AC_FB;AC_FB_R;;1585;681,5394915;2266,539491
FROH003;Hub;2045;Distributed Energy;AC_FB;AC_FB_R;;2266,539491;0;2266,539491
FROH003;Hub;2050;Distributed Energy;AC_FB;AC_FB_R;;2266,539491;0;2266,539491
FROH003;Hub;2030;Distributed Energy;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2035;Distributed Energy;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2040;Distributed Energy;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2045;Distributed Energy;AC_FL;AC_FL_R;;1524,525686;0;1524,525686
FROH003;Hub;2050;Distributed Energy;AC_FL;AC_FL_R;;1524,525686;0;1524,525686
FROH003;Hub;2030;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2035;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2040;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2045;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;1439,44993;0;1439,44993
FROH003;Hub;2050;Distributed Energy;DC_FB;DC_FB_OH;H2_FB_OH;1439,44993;0;1439,44993
FROH003;Hub;2030;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2035;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2040;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2045;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;354,4848916;1047,483178;1401,968069
FROH003;Hub;2050;Distributed Energy;DC_FL;DC_FL_OH;H2_FL_OH;354,4848916;1047,483178;1401,968069
FROH003;Hub;2030;Global Ambition;AC_FB;AC_FB_R;;85;2181,539491;2266,539491
FROH003;Hub;2035;Global Ambition;AC_FB;AC_FB_R;;1585;681,5394915;2266,539491
FROH003;Hub;2040;Global Ambition;AC_FB;AC_FB_R;;1585;681,5394915;2266,539491
FROH003;Hub;2045;Global Ambition;AC_FB;AC_FB_R;;2266,539491;0;2266,539491
FROH003;Hub;2050;Global Ambition;AC_FB;AC_FB_R;;2266,539491;0;2266,539491
FROH003;Hub;2030;Global Ambition;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2035;Global Ambition;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2040;Global Ambition;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2045;Global Ambition;AC_FL;AC_FL_R;;1524,525686;0;1524,525686
FROH003;Hub;2050;Global Ambition;AC_FL;AC_FL_R;;1524,525686;0;1524,525686
FROH003;Hub;2030;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2035;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2040;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2045;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;1439,44993;0;1439,44993
FROH003;Hub;2050;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;1439,44993;0;1439,44993
FROH003;Hub;2030;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2035;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2040;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2045;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;354,4848916;1047,483178;1401,968069
FROH003;Hub;2050;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;354,4848916;1047,483178;1401,968069
FROH003;Hub;2030;National Trends;AC_FB;AC_FB_R;;85;2181,539491;2266,539491
FROH003;Hub;2035;National Trends;AC_FB;AC_FB_R;;1585;681,5394915;2266,539491
FROH003;Hub;2040;National Trends;AC_FB;AC_FB_R;;1585;681,5394915;2266,539491
FROH003;Hub;2045;National Trends;AC_FB;AC_FB_R;;2266,539491;0;2266,539491
FROH003;Hub;2050;National Trends;AC_FB;AC_FB_R;;2266,539491;0;2266,539491
FROH003;Hub;2030;National Trends;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2035;National Trends;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2040;National Trends;AC_FL;AC_FL_R;;0;1524,525686;1524,525686
FROH003;Hub;2045;National Trends;AC_FL;AC_FL_R;;1524,525686;0;1524,525686
FROH003;Hub;2050;National Trends;AC_FL;AC_FL_R;;1524,525686;0;1524,525686
FROH003;Hub;2030;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2035;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2040;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;0;1439,44993;1439,44993
FROH003;Hub;2045;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;1439,44993;0;1439,44993
FROH003;Hub;2050;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;1439,44993;0;1439,44993
FROH003;Hub;2030;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2035;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2040;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;1401,968069;1401,968069
FROH003;Hub;2045;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;354,4848916;1047,483178;1401,968069
FROH003;Hub;2050;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;354,4848916;1047,483178;1401,968069
GROR001;Radial;2030;Distributed Energy;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2035;Distributed Energy;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2040;Distributed Energy;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2045;Distributed Energy;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2050;Distributed Energy;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2030;Distributed Energy;AC_FL;AC_FL_R;;711,2198355;3752,761171;4463,981006
GROR001;Radial;2035;Distributed Energy;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2040;Distributed Energy;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2045;Distributed Energy;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2050;Distributed Energy;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2030;Distributed Energy;DC_FB;DC_FB_R;;0;3273,311577;3273,311577
GROR001;Radial;2035;Distributed Energy;DC_FB;DC_FB_R;;2197,238829;1076,072748;3273,311577
GROR001;Radial;2040;Distributed Energy;DC_FB;DC_FB_R;;2197,238829;1076,072748;3273,311577
GROR001;Radial;2045;Distributed Energy;DC_FB;DC_FB_R;;3273,311577;0;3273,311577
GROR001;Radial;2050;Distributed Energy;DC_FB;DC_FB_R;;3273,311577;0;3273,311577
GROR001;Radial;2030;Distributed Energy;DC_FL;DC_FL_R;;0;9473,927252;9473,927252
GROR001;Radial;2035;Distributed Energy;DC_FL;DC_FL_R;;0;9473,927252;9473,927252
GROR001;Radial;2040;Distributed Energy;DC_FL;DC_FL_R;;0;9473,927252;9473,927252
GROR001;Radial;2045;Distributed Energy;DC_FL;DC_FL_R;;5223,927252;4250;9473,927252
GROR001;Radial;2050;Distributed Energy;DC_FL;DC_FL_R;;5223,927252;4250;9473,927252
GROR001;Radial;2030;Global Ambition;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2035;Global Ambition;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2040;Global Ambition;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2045;Global Ambition;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2050;Global Ambition;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2030;Global Ambition;AC_FL;AC_FL_R;;711,2198355;3752,761171;4463,981006
GROR001;Radial;2035;Global Ambition;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2040;Global Ambition;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2045;Global Ambition;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2050;Global Ambition;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2030;Global Ambition;DC_FB;DC_FB_R;;0;3273,311577;3273,311577
GROR001;Radial;2035;Global Ambition;DC_FB;DC_FB_R;;2197,238829;1076,072748;3273,311577
GROR001;Radial;2040;Global Ambition;DC_FB;DC_FB_R;;2197,238829;1076,072748;3273,311577
GROR001;Radial;2045;Global Ambition;DC_FB;DC_FB_R;;3273,311577;0;3273,311577
GROR001;Radial;2050;Global Ambition;DC_FB;DC_FB_R;;3273,311577;0;3273,311577
GROR001;Radial;2030;Global Ambition;DC_FL;DC_FL_R;;0;9473,927252;9473,927252
GROR001;Radial;2035;Global Ambition;DC_FL;DC_FL_R;;0;9473,927252;9473,927252
GROR001;Radial;2040;Global Ambition;DC_FL;DC_FL_R;;0;9473,927252;9473,927252
GROR001;Radial;2045;Global Ambition;DC_FL;DC_FL_R;;5223,927252;4250;9473,927252
GROR001;Radial;2050;Global Ambition;DC_FL;DC_FL_R;;5223,927252;4250;9473,927252
GROR001;Radial;2030;National Trends;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2035;National Trends;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2040;National Trends;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2045;National Trends;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2050;National Trends;AC_FB;AC_FB_R;;1988,780165;0;1988,780165
GROR001;Radial;2030;National Trends;AC_FL;AC_FL_R;;711,2198355;3752,761171;4463,981006
GROR001;Radial;2035;National Trends;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2040;National Trends;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2045;National Trends;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
GROR001;Radial;2050;National Trends;AC_FL;AC_FL_R;;4463,981006;0;4463,981006
