OFFSHORE_NODE;OFFSHORE_NODE_TYPE;YEAR;SCENARIO;LAYER;TECH1;TECH2;EXISTING_MW;MARGIN_MW;MAX_MW
BEOH001;Hub;2030;Global Ambition;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2035;Global Ambition;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2040;Global Ambition;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2045;Global Ambition;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2050;Global Ambition;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2030;Global Ambition;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2035;Global Ambition;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2040;Global Ambition;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2045;Global Ambition;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2050;Global Ambition;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2030;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;2647,515945;2200;4847,515945
BEOH001;Hub;2035;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;3747,515945;1100;4847,515945
BEOH001;Hub;2040;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;4847,515945;0;4847,515945
BEOH001;Hub;2045;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;4847,515945;0;4847,515945
BEOH001;Hub;2050;Global Ambition;DC_FB;DC_FB_OH;H2_FB_OH;4847,515945;0;4847,515945
BEOH001;Hub;2030;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2035;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2040;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2045;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2050;Global Ambition;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2030;National Trends;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2035;National Trends;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2040;National Trends;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2045;National Trends;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2050;National Trends;AC_FB;AC_FB_R;;3112,484055;0;3112,484055
BEOH001;Hub;2030;National Trends;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2035;National Trends;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2040;National Trends;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2045;National Trends;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2050;National Trends;AC_FL;AC_FL_R;;0;0;0
BEOH001;Hub;2030;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;2647,515945;2200;4847,515945
BEOH001;Hub;2035;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;3747,515945;1100;4847,515945
BEOH001;Hub;2040;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;4847,515945;0;4847,515945
BEOH001;Hub;2045;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;4847,515945;0;4847,515945
BEOH001;Hub;2050;National Trends;DC_FB;DC_FB_OH;H2_FB_OH;4847,515945;0;4847,515945
BEOH001;Hub;2030;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2035;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2040;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2045;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BEOH001;Hub;2050;National Trends;DC_FL;DC_FL_OH;H2_FL_OH;0;0;0
BGOR001;Radial;2030;Distributed Energy;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2035;Distributed Energy;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2040;Distributed Energy;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2045;Distributed Energy;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2050;Distributed Energy;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2030;Distributed Energy;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2035;Distributed Energy;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2040;Distributed Energy;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2045;Distributed Energy;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2050;Distributed Energy;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2030;Distributed Energy;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2035;Distributed Energy;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2040;Distributed Energy;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2045;Distributed Energy;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2050;Distributed Energy;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2030;Distributed Energy;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2035;Distributed Energy;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2040;Distributed Energy;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2045;Distributed Energy;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2050;Distributed Energy;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2030;Global Ambition;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2035;Global Ambition;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2040;Global Ambition;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2045;Global Ambition;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2050;Global Ambition;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2030;Global Ambition;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2035;Global Ambition;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2040;Global Ambition;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2045;Global Ambition;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2050;Global Ambition;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2030;Global Ambition;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2035;Global Ambition;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2040;Global Ambition;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2045;Global Ambition;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2050;Global Ambition;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2030;Global Ambition;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2035;Global Ambition;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2040;Global Ambition;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2045;Global Ambition;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2050;Global Ambition;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2030;National Trends;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2035;National Trends;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2040;National Trends;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2045;National Trends;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2050;National Trends;AC_FB;AC_FB_R;;0;257,3143902;257,3143902
BGOR001;Radial;2030;National Trends;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2035;National Trends;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2040;National Trends;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2045;National Trends;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2050;National Trends;AC_FL;AC_FL_R;;0;4,051797977;4,051797977
BGOR001;Radial;2030;National Trends;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2035;National Trends;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2040;National Trends;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2045;National Trends;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2050;National Trends;DC_FB;DC_FB_R;;0;136,8715797;136,8715797
BGOR001;Radial;2030;National Trends;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2035;National Trends;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2040;National Trends;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2045;National Trends;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
BGOR001;Radial;2050;National Trends;DC_FL;DC_FL_R;;0;198,8959901;198,8959901
CYOR001;Radial;2030;Distributed Energy;AC_FB;AC_FB_R;;0;0;0
CYOR001;Radial;2035;Distributed Energy;AC_FB;AC_FB_R;;0;0;0
CYOR001;Radial;2040;Distributed Energy;AC_FB;AC_FB_R;;0;0;0
CYOR001;Radial;2045;Distributed Energy;AC_FB;AC_FB_R;;0;0;0
CYOR001;Radial;2050;Distributed Energy;AC_FB;AC_FB_R;;0;0;0
