carrier,index_carrier,bus,p_nom,e_nom,efficiency,country,unit,open_tyndp_type
lignite,lignite-ccs,EEOF,,0.0,1.0,EE,MW,lignite-ccs
gas,gas-conv-old1,EEOF,,0.0,1.0,EE,MW,gas-conv
gas,gas-conv-old2,EEOF,,0.0,1.0,EE,MW,gas-conv
gas,gas-ccgt-old1,EEOF,,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-old2,EEOF,,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-new,EEOF,,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-ccs,EEOF,,0.0,1.0,EE,MW,gas-ccgt-ccs
gas,gas-ocgt-old,EEOF,,0.0,1.0,EE,MW,gas-ocgt
gas,gas-ocgt-new,EEOF,,0.0,1.0,EE,MW,gas-ocgt
oil-light,oil-light,EEOF,,0.0,1.0,EE,MW,oil-light
oil-heavy,oil-heavy-old1,EEOF,,0.0,1.0,EE,MW,oil-heavy
oil-heavy,oil-heavy-old2,EEOF,,0.0,1.0,EE,MW,oil-heavy
oil-shale,oil-shale-old,EEOF,,0.0,1.0,EE,MW,oil-shale
oil-shale,oil-shale-new,EEOF,,0.0,1.0,EE,MW,oil-shale
gas,gas-ccgt-present1,EEOF,,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-present2,EEOF,,0.0,1.0,EE,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,EEOF,,0.0,1.0,EE,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,EEOF,,0.0,1.0,EE,MW,h2-ccgt
hydro-ror,hydro-ror-turbine,EEOF,0,0.0,1.0,EE,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,EEOF,0.0,0,1.0,EE,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,EEOF,0,0.0,1.0,EE,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,EEOF,0.0,0,1.0,EE,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,EEOF,0,0.0,1.0,EE,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,EEOF,0.0,0,1.0,EE,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,EEOF,0,0.0,1.0,EE,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,EEOF,0,0.0,1.0,EE,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,EEOF,0.0,0,1.0,EE,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,EEOF,0,0.0,1.0,EE,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,EEOF,0,0.0,1.0,EE,MW,hydro-phs-pure-pump
other-res,other-res,EEOF,0,0.0,1.0,EE,MW,other-res
uranium,nuclear,EG00,2400.0,0.0,1.0,EG,MW,nuclear
coal,coal-old1,EG00,,0.0,1.0,EG,MW,coal
coal,coal-old2,EG00,,0.0,1.0,EG,MW,coal
coal,coal-new,EG00,,0.0,1.0,EG,MW,coal
coal,coal-ccs,EG00,,0.0,1.0,EG,MW,coal-ccs
lignite,lignite-old1,EG00,,0.0,1.0,EG,MW,lignite
lignite,lignite-old2,EG00,,0.0,1.0,EG,MW,lignite
lignite,lignite-new,EG00,,0.0,1.0,EG,MW,lignite
lignite,lignite-ccs,EG00,,0.0,1.0,EG,MW,lignite-ccs
gas,gas-conv-old1,EG00,,0.0,1.0,EG,MW,gas-conv
gas,gas-conv-old2,EG00,16663.5,0.0,1.0,EG,MW,gas-conv
gas,gas-ccgt-old1,EG00,,0.0,1.0,EG,MW,gas-ccgt
gas,gas-ccgt-old2,EG00,,0.0,1.0,EG,MW,gas-ccgt
gas,gas-ccgt-new,EG00,24900.0,0.0,1.0,EG,MW,gas-ccgt
gas,gas-ccgt-ccs,EG00,,0.0,1.0,EG,MW,gas-ccgt-ccs
gas,gas-ocgt-old,EG00,,0.0,1.0,EG,MW,gas-ocgt
gas,gas-ocgt-new,EG00,,0.0,1.0,EG,MW,gas-ocgt
oil-light,oil-light,EG00,574.4,0.0,1.0,EG,MW,oil-light
oil-heavy,oil-heavy-old1,EG00,,0.0,1.0,EG,MW,oil-heavy
oil-heavy,oil-heavy-old2,EG00,600.0,0.0,1.0,EG,MW,oil-heavy
oil-shale,oil-shale-old,EG00,,0.0,1.0,EG,MW,oil-shale
oil-shale,oil-shale-new,EG00,,0.0,1.0,EG,MW,oil-shale
gas,gas-ccgt-present1,EG00,,0.0,1.0,EG,MW,gas-ccgt
gas,gas-ccgt-present2,EG00,6783.7,0.0,1.0,EG,MW,gas-ccgt
other-res,other-res,EG00,0,0.0,1.0,EG,MW,other-res
uranium,nuclear,ES00,5100.36,0.0,1.0,ES,MW,nuclear
coal,coal-old1,ES00,0.0,0.0,1.0,ES,MW,coal
coal,coal-old2,ES00,0.0,0.0,1.0,ES,MW,coal
coal,coal-new,ES00,0.0,0.0,1.0,ES,MW,coal
coal,coal-ccs,ES00,0.0,0.0,1.0,ES,MW,coal-ccs
lignite,lignite-old1,ES00,0.0,0.0,1.0,ES,MW,lignite
lignite,lignite-old2,ES00,0.0,0.0,1.0,ES,MW,lignite
lignite,lignite-new,ES00,0.0,0.0,1.0,ES,MW,lignite
lignite,lignite-ccs,ES00,0.0,0.0,1.0,ES,MW,lignite-ccs
gas,gas-conv-old1,ES00,0.0,0.0,1.0,ES,MW,gas-conv
gas,gas-conv-old2,ES00,0.0,0.0,1.0,ES,MW,gas-conv
gas,gas-ccgt-old1,ES00,0.0,0.0,1.0,ES,MW,gas-ccgt
gas,gas-ccgt-old2,ES00,0.0,0.0,1.0,ES,MW,gas-ccgt
gas,gas-ccgt-new,ES00,0.0,0.0,1.0,ES,MW,gas-ccgt
gas,gas-ccgt-ccs,ES00,0.0,0.0,1.0,ES,MW,gas-ccgt-ccs
gas,gas-ocgt-old,ES00,0.0,0.0,1.0,ES,MW,gas-ocgt
gas,gas-ocgt-new,ES00,0.0,0.0,1.0,ES,MW,gas-ocgt
oil-light,oil-light,ES00,0.0,0.0,1.0,ES,MW,oil-light
oil-heavy,oil-heavy-old1,ES00,0.0,0.0,1.0,ES,MW,oil-heavy
oil-heavy,oil-heavy-old2,ES00,0.0,0.0,1.0,ES,MW,oil-heavy
oil-shale,oil-shale-old,ES00,0.0,0.0,1.0,ES,MW,oil-shale
oil-shale,oil-shale-new,ES00,0.0,0.0,1.0,ES,MW,oil-shale
gas,gas-ccgt-present1,ES00,20517.56,0.0,1.0,ES,MW,gas-ccgt
gas,gas-ccgt-present2,ES00,0.0,0.0,1.0,ES,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,ES00,0.0,0.0,1.0,ES,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,ES00,0.0,0.0,1.0,ES,MW,h2-ccgt
battery,battery-charge,ES00,2500,0.0,0.9199999999999996,ES,MW,battery-charge
battery,battery-discharge,ES00,2500,0.0,0.9199999999999996,ES,MW,battery-discharge
battery,battery-store,ES00,0.0,5000.000000000001,0.9199999999999996,ES,MWh,battery-store
chp,chp-gas-ccgt-old-2-other-58.87500000000006eur,ES00,3980.010999999998,0.0,0.48,ES,MW,
dsr,dsr-3h-700.0eur,ES00,1000.0,0.0,1.0,ES,MW,
hydro-ror,hydro-ror-turbine,ES00,3424.665616300276,0.0,1.0,ES,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,ES00,0.0,0,1.0,ES,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,ES00,0,0.0,1.0,ES,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,ES00,0.0,14775.07250101,1.0,ES,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,ES00,11414.18999999999,0.0,1.0,ES,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,ES00,0.0,5763.86,1.0,ES,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,ES00,4223.32,0.0,1.0,ES,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,ES00,-3964.005632965166,0.0,1.0,ES,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,ES00,0.0,101.221,1.0,ES,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,ES00,5304.485333333334,0.0,1.0,ES,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,ES00,-5204.589999999998,0.0,1.0,ES,MW,hydro-phs-pure-pump
other-res,other-res,ES00,1730.0002,0.0,1.0,ES,MW,other-res
uranium,nuclear,FI00,4394.0,0.0,1.0,FI,MW,nuclear
coal,coal-old1,FI00,268.0,0.0,1.0,FI,MW,coal
coal,coal-old2,FI00,456.0,0.0,1.0,FI,MW,coal
coal,coal-new,FI00,472.0,0.0,1.0,FI,MW,coal
coal,coal-ccs,FI00,0.0,0.0,1.0,FI,MW,coal-ccs
lignite,lignite-old1,FI00,0.0,0.0,1.0,FI,MW,lignite
lignite,lignite-old2,FI00,0.0,0.0,1.0,FI,MW,lignite
lignite,lignite-new,FI00,0.0,0.0,1.0,FI,MW,lignite
lignite,lignite-ccs,FI00,0.0,0.0,1.0,FI,MW,lignite-ccs
gas,gas-conv-old1,FI00,0.0,0.0,1.0,FI,MW,gas-conv
gas,gas-conv-old2,FI00,0.0,0.0,1.0,FI,MW,gas-conv
gas,gas-ccgt-old1,FI00,0.0,0.0,1.0,FI,MW,gas-ccgt
gas,gas-ccgt-old2,FI00,640.0,0.0,1.0,FI,MW,gas-ccgt
gas,gas-ccgt-new,FI00,45.0,0.0,1.0,FI,MW,gas-ccgt
gas,gas-ccgt-ccs,FI00,0.0,0.0,1.0,FI,MW,gas-ccgt-ccs
gas,gas-ocgt-old,FI00,38.0,0.0,1.0,FI,MW,gas-ocgt
gas,gas-ocgt-new,FI00,87.0,0.0,1.0,FI,MW,gas-ocgt
oil-light,oil-light,FI00,0.0,0.0,1.0,FI,MW,oil-light
oil-heavy,oil-heavy-old1,FI00,0.0,0.0,1.0,FI,MW,oil-heavy
oil-heavy,oil-heavy-old2,FI00,0.0,0.0,1.0,FI,MW,oil-heavy
oil-shale,oil-shale-old,FI00,0.0,0.0,1.0,FI,MW,oil-shale
oil-shale,oil-shale-new,FI00,0.0,0.0,1.0,FI,MW,oil-shale
gas,gas-ccgt-present1,FI00,234.0,0.0,1.0,FI,MW,gas-ccgt
gas,gas-ccgt-present2,FI00,0.0,0.0,1.0,FI,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,FI00,0.0,0.0,1.0,FI,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,FI00,0.0,0.0,1.0,FI,MW,h2-ccgt
battery,battery-charge,FI00,1000,0.0,0.92,FI,MW,battery-charge
battery,battery-discharge,FI00,1000,0.0,0.92,FI,MW,battery-discharge
battery,battery-store,FI00,0.0,2000,0.92,FI,MWh,battery-store
chp,chp-gas-ccgt-old-1-other-0eur,FI00,210.5,0.0,0.4,FI,MW,
chp,chp-gas-conventional-old-1-other-210eur,FI00,95.0,0.0,0.3599999999999999,FI,MW,
chp,chp-gas-conventional-old-2-other-0eur,FI00,85.0,0.0,0.41,FI,MW,
dsr,dsr-12h-50.0eur,FI00,287.5,0.0,1.0,FI,MW,
dsr,dsr-24h-160.0eur,FI00,950.4157882011606,0.0,1.0,FI,MW,
dsr,dsr-24h-75.0eur,FI00,862.5,0.0,1.0,FI,MW,
dsr,dsr-2h-100.0eur,FI00,650.0,0.0,1.0,FI,MW,
dsr,dsr-4h-150.0eur,FI00,940.0,0.0,1.0,FI,MW,
dsr,dsr-4h-240.0eur,FI00,950.4157882011606,0.0,1.0,FI,MW,
hydro-ror,hydro-ror-turbine,FI00,0,0.0,1.0,FI,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,FI00,0.0,0,1.0,FI,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,FI00,0,0.0,1.0,FI,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,FI00,0.0,5530,1.0,FI,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,FI00,3236.608000000001,0.0,1.0,FI,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,FI00,0.0,0,1.0,FI,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,FI00,0,0.0,1.0,FI,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,FI00,0,0.0,1.0,FI,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,FI00,0.0,0,1.0,FI,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,FI00,0,0.0,1.0,FI,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,FI00,0,0.0,1.0,FI,MW,hydro-phs-pure-pump
other-res,other-res,FI00,2624.82,0.0,1.0,FI,MW,other-res
uranium,nuclear,FR00,61761.0,0.0,1.0,FR,MW,nuclear
coal,coal-old1,FR00,0.0,0.0,1.0,FR,MW,coal
coal,coal-old2,FR00,0.0,0.0,1.0,FR,MW,coal
coal,coal-new,FR00,0.0,0.0,1.0,FR,MW,coal
coal,coal-ccs,FR00,0.0,0.0,1.0,FR,MW,coal-ccs
lignite,lignite-old1,FR00,0.0,0.0,1.0,FR,MW,lignite
lignite,lignite-old2,FR00,0.0,0.0,1.0,FR,MW,lignite
lignite,lignite-new,FR00,0.0,0.0,1.0,FR,MW,lignite
lignite,lignite-ccs,FR00,0.0,0.0,1.0,FR,MW,lignite-ccs
gas,gas-conv-old1,FR00,0.0,0.0,1.0,FR,MW,gas-conv
gas,gas-conv-old2,FR00,0.0,0.0,1.0,FR,MW,gas-conv
gas,gas-ccgt-old1,FR00,0.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-old2,FR00,0.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-new,FR00,414.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-ccs,FR00,0.0,0.0,1.0,FR,MW,gas-ccgt-ccs
gas,gas-ocgt-old,FR00,199.0,0.0,1.0,FR,MW,gas-ocgt
gas,gas-ocgt-new,FR00,437.0,0.0,1.0,FR,MW,gas-ocgt
oil-light,oil-light,FR00,971.0,0.0,1.0,FR,MW,oil-light
oil-heavy,oil-heavy-old1,FR00,0.0,0.0,1.0,FR,MW,oil-heavy
oil-heavy,oil-heavy-old2,FR00,0.0,0.0,1.0,FR,MW,oil-heavy
oil-shale,oil-shale-old,FR00,0.0,0.0,1.0,FR,MW,oil-shale
oil-shale,oil-shale-new,FR00,0.0,0.0,1.0,FR,MW,oil-shale
gas,gas-ccgt-present1,FR00,792.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-present2,FR00,5347.0,0.0,1.0,FR,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,FR00,0.0,0.0,1.0,FR,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,FR00,0.0,0.0,1.0,FR,MW,h2-ccgt
battery,battery-charge,FR00,470.0000000000005,0.0,0.9199999999999996,FR,MW,battery-charge
battery,battery-discharge,FR00,470.0000000000005,0.0,0.9199999999999996,FR,MW,battery-discharge
battery,battery-store,FR00,0.0,940.000000000001,0.9199999999999996,FR,MWh,battery-store
chp,chp-gas-ocgt-old-other-0eur,FR00,2200.0,0.0,0.3499999999999999,FR,MW,
chp,chp-gas-ocgt-old-other-82.34285714285716eur,FR00,2200.0,0.0,0.3499999999999999,FR,MW,
dsr,dsr-10h-350.0eur,FR00,3519.600000000001,0.0,1.0,FR,MW,
dsr,dsr-24h-350.0eur,FR00,1479.8,0.0,1.0,FR,MW,
hydro-ror,hydro-ror-turbine,FR00,13600,0.0,1.0,FR,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,FR00,0.0,0,1.0,FR,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,FR00,0,0.0,1.0,FR,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,FR00,0.0,9999.999999999998,1.0,FR,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,FR00,9847.000000000011,0.0,1.0,FR,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,FR00,0.0,89.99999999999999,1.0,FR,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,FR00,1850,0.0,1.0,FR,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,FR00,-1850,0.0,1.0,FR,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,FR00,0.0,10,1.0,FR,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,FR00,1950,0.0,1.0,FR,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,FR00,-1950,0.0,1.0,FR,MW,hydro-phs-pure-pump
other-res,other-res,FR00,2390.000000000002,0.0,1.0,FR,MW,other-res
uranium,nuclear,FR15,0.0,0.0,1.0,FR,MW,nuclear
coal,coal-old1,FR15,0.0,0.0,1.0,FR,MW,coal
coal,coal-old2,FR15,0.0,0.0,1.0,FR,MW,coal
coal,coal-new,FR15,0.0,0.0,1.0,FR,MW,coal
coal,coal-ccs,FR15,0.0,0.0,1.0,FR,MW,coal-ccs
lignite,lignite-old1,FR15,0.0,0.0,1.0,FR,MW,lignite
lignite,lignite-old2,FR15,0.0,0.0,1.0,FR,MW,lignite
lignite,lignite-new,FR15,0.0,0.0,1.0,FR,MW,lignite
lignite,lignite-ccs,FR15,0.0,0.0,1.0,FR,MW,lignite-ccs
gas,gas-conv-old1,FR15,0.0,0.0,1.0,FR,MW,gas-conv
gas,gas-conv-old2,FR15,0.0,0.0,1.0,FR,MW,gas-conv
gas,gas-ccgt-old1,FR15,0.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-old2,FR15,0.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-new,FR15,0.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-ccs,FR15,0.0,0.0,1.0,FR,MW,gas-ccgt-ccs
gas,gas-ocgt-old,FR15,0.0,0.0,1.0,FR,MW,gas-ocgt
gas,gas-ocgt-new,FR15,0.0,0.0,1.0,FR,MW,gas-ocgt
oil-light,oil-light,FR15,284.0,0.0,1.0,FR,MW,oil-light
oil-heavy,oil-heavy-old1,FR15,0.0,0.0,1.0,FR,MW,oil-heavy
oil-heavy,oil-heavy-old2,FR15,0.0,0.0,1.0,FR,MW,oil-heavy
oil-shale,oil-shale-old,FR15,0.0,0.0,1.0,FR,MW,oil-shale
oil-shale,oil-shale-new,FR15,0.0,0.0,1.0,FR,MW,oil-shale
gas,gas-ccgt-present1,FR15,0.0,0.0,1.0,FR,MW,gas-ccgt
gas,gas-ccgt-present2,FR15,0.0,0.0,1.0,FR,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,FR15,0.0,0.0,1.0,FR,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,FR15,0.0,0.0,1.0,FR,MW,h2-ccgt
battery,battery-charge,FR15,0,0.0,0.9,FR,MW,battery-charge
battery,battery-discharge,FR15,0,0.0,0.9,FR,MW,battery-discharge
battery,battery-store,FR15,0.0,0,0.9,FR,MWh,battery-store
dsr,dsr-24h-250.0eur,FR15,1.5,0.0,1.0,FR,MW,
hydro-ror,hydro-ror-turbine,FR15,14,0.0,1.0,FR,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,FR15,0.0,0,1.0,FR,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,FR15,0,0.0,1.0,FR,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,FR15,0.0,56.7999992370605,1.0,FR,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,FR15,182,0.0,1.0,FR,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,FR15,0.0,0,1.0,FR,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,FR15,0,0.0,1.0,FR,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,FR15,0,0.0,1.0,FR,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,FR15,0.0,0,1.0,FR,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,FR15,0,0.0,1.0,FR,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,FR15,0,0.0,1.0,FR,MW,hydro-phs-pure-pump
other-res,other-res,FR15,36,0.0,1.0,FR,MW,other-res
uranium,nuclear,GE00,0.0,0.0,1.0,GE,MW,nuclear
coal,coal-old1,GE00,0.0,0.0,1.0,GE,MW,coal
coal,coal-old2,GE00,0.0,0.0,1.0,GE,MW,coal
coal,coal-new,GE00,0.0,0.0,1.0,GE,MW,coal
coal,coal-ccs,GE00,0.0,0.0,1.0,GE,MW,coal-ccs
lignite,lignite-old1,GE00,0.0,0.0,1.0,GE,MW,lignite
lignite,lignite-old2,GE00,0.0,0.0,1.0,GE,MW,lignite
lignite,lignite-new,GE00,0.0,0.0,1.0,GE,MW,lignite
lignite,lignite-ccs,GE00,0.0,0.0,1.0,GE,MW,lignite-ccs
gas,gas-conv-old1,GE00,335.0,0.0,1.0,GE,MW,gas-conv
gas,gas-conv-old2,GE00,250.0,0.0,1.0,GE,MW,gas-conv
gas,gas-ccgt-old1,GE00,0.0,0.0,1.0,GE,MW,gas-ccgt
gas,gas-ccgt-old2,GE00,0.0,0.0,1.0,GE,MW,gas-ccgt
gas,gas-ccgt-new,GE00,0.0,0.0,1.0,GE,MW,gas-ccgt
gas,gas-ccgt-ccs,GE00,0.0,0.0,1.0,GE,MW,gas-ccgt-ccs
gas,gas-ocgt-old,GE00,0.0,0.0,1.0,GE,MW,gas-ocgt
gas,gas-ocgt-new,GE00,0.0,0.0,1.0,GE,MW,gas-ocgt
oil-light,oil-light,GE00,0.0,0.0,1.0,GE,MW,oil-light
oil-heavy,oil-heavy-old1,GE00,0.0,0.0,1.0,GE,MW,oil-heavy
oil-heavy,oil-heavy-old2,GE00,0.0,0.0,1.0,GE,MW,oil-heavy
oil-shale,oil-shale-old,GE00,0.0,0.0,1.0,GE,MW,oil-shale
oil-shale,oil-shale-new,GE00,0.0,0.0,1.0,GE,MW,oil-shale
gas,gas-ccgt-present1,GE00,730.0,0.0,1.0,GE,MW,gas-ccgt
gas,gas-ccgt-present2,GE00,0.0,0.0,1.0,GE,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,GE00,0.0,0.0,1.0,GE,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,GE00,0.0,0.0,1.0,GE,MW,h2-ccgt
battery,battery-charge,GE00,0,0.0,0.0,GE,MW,battery-charge
battery,battery-discharge,GE00,0,0.0,0.0,GE,MW,battery-discharge
battery,battery-store,GE00,0.0,0,0.0,GE,MWh,battery-store
hydro-ror,hydro-ror-turbine,GE00,2731,0.0,1.0,GE,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,GE00,0.0,0,1.0,GE,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,GE00,0,0.0,1.0,GE,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,GE00,0.0,1020,1.0,GE,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,GE00,2864,0.0,1.0,GE,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,GE00,0.0,0,1.0,GE,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,GE00,0,0.0,1.0,GE,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,GE00,0,0.0,1.0,GE,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,GE00,0.0,0,1.0,GE,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,GE00,0,0.0,1.0,GE,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,GE00,0,0.0,1.0,GE,MW,hydro-phs-pure-pump
other-res,other-res,GE00,0,0.0,1.0,GE,MW,other-res
uranium,nuclear,GR00,0.0,0.0,1.0,GR,MW,nuclear
coal,coal-old1,GR00,0.0,0.0,1.0,GR,MW,coal
coal,coal-old2,GR00,0.0,0.0,1.0,GR,MW,coal
coal,coal-new,GR00,0.0,0.0,1.0,GR,MW,coal
coal,coal-ccs,GR00,0.0,0.0,1.0,GR,MW,coal-ccs
lignite,lignite-old1,GR00,0.0,0.0,1.0,GR,MW,lignite
lignite,lignite-old2,GR00,0.0,0.0,1.0,GR,MW,lignite
lignite,lignite-new,GR00,0.0,0.0,1.0,GR,MW,lignite
lignite,lignite-ccs,GR00,0.0,0.0,1.0,GR,MW,lignite-ccs
gas,gas-conv-old1,GR00,0.0,0.0,1.0,GR,MW,gas-conv
gas,gas-conv-old2,GR00,0.0,0.0,1.0,GR,MW,gas-conv
gas,gas-ccgt-old1,GR00,0.0,0.0,1.0,GR,MW,gas-ccgt
gas,gas-ccgt-old2,GR00,1026.5,0.0,1.0,GR,MW,gas-ccgt
gas,gas-ccgt-new,GR00,3286.0,0.0,1.0,GR,MW,gas-ccgt
gas,gas-ccgt-ccs,GR00,0.0,0.0,1.0,GR,MW,gas-ccgt-ccs
gas,gas-ocgt-old,GR00,147.762,0.0,1.0,GR,MW,gas-ocgt
gas,gas-ocgt-new,GR00,0.0,0.0,1.0,GR,MW,gas-ocgt
oil-light,oil-light,GR00,0.0,0.0,1.0,GR,MW,oil-light
oil-heavy,oil-heavy-old1,GR00,0.0,0.0,1.0,GR,MW,oil-heavy
oil-heavy,oil-heavy-old2,GR00,0.0,0.0,1.0,GR,MW,oil-heavy
oil-shale,oil-shale-old,GR00,0.0,0.0,1.0,GR,MW,oil-shale
oil-shale,oil-shale-new,GR00,0.0,0.0,1.0,GR,MW,oil-shale
gas,gas-ccgt-present1,GR00,777.8,0.0,1.0,GR,MW,gas-ccgt
gas,gas-ccgt-present2,GR00,2449.3,0.0,1.0,GR,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,GR00,0.0,0.0,1.0,GR,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,GR00,0.0,0.0,1.0,GR,MW,h2-ccgt
battery,battery-charge,GR00,5300,0.0,0.92,GR,MW,battery-charge
battery,battery-discharge,GR00,5300,0.0,0.92,GR,MW,battery-discharge
battery,battery-store,GR00,0.0,15900,0.92,GR,MWh,battery-store
dsr,dsr-6h-250.0eur,GR00,250.0,0.0,1.0,GR,MW,
hydro-ror,hydro-ror-turbine,GR00,360.9799999999999,0.0,1.0,GR,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,GR00,0.0,1,1.0,GR,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,GR00,22.02,0.0,1.0,GR,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,GR00,0.0,4044,1.0,GR,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,GR00,2743.7,0.0,1.0,GR,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,GR00,0.0,4.5,1.0,GR,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,GR00,699,0.0,1.0,GR,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,GR00,-735,0.0,1.0,GR,MW,hydro-phs-pump
