country,year,electricity residential space,total residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,electricity residential,distributed heat residential,thermal uses residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,distributed heat services,thermal uses services,total agriculture electricity,total agriculture heat,total agriculture machinery,total agriculture,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,total international navigation
ES,1999,6.72041249016544,84.48544095040205,16.087921280079396,5.8675291582711715,9.357113912652316,3.9742823302654355,138.19705704000003,45.443003850000004,,,28.98773581507631,10.524440835515765,6.549286512217035,3.752358769247779,7.5133560410748395,5.389681700969666,68.21552077000001,44.962998860000006,,,2.5076759558497272,2.5076759558497272,2.5076759558497272,25.816204220000003,298.06136232000006,0.0,4.00195297395055,181.83980341167018,0.0,15.941752443681446,0.0,36.33877349213604,0.0,59.93907999856186,8.12033349,2.3869993500000004,5.965795814617417,1.8208110927421424,2.1545376753825827,0.5661882572578582,45.69493827772495,4.499862602275054,18.393563025086426,27.301375252638525,1.7152419549135782,2.784620647361476,20.108804980000002,30.0859959,18.706110680000002,68.53117060000001
ES,2000,3.572226653689373,81.52519905065827,18.017513821974894,3.001362208283861,8.585473114182765,4.045836923255816,140.516336,43.61900000000001,0.0,108.58876711461718,22.103871502533657,4.088322069032433,10.541120955520139,4.993933228350624,11.137788280314002,7.197446439038113,79.07681999999998,51.71899999999999,0.0,46.65205295186915,3.3572997622263556,16.764969306960523,9.879165930813118,30.001434999999997,307.05069399999996,0.0,4.378755620181265,182.20968826265303,0.0,13.760536188396648,0.0,32.13476137181975,0.0,74.5669525569493,8.248111,2.4670000000000005,5.847454578808594,2.0758743469635395,2.400656421191406,0.39112565303646124,52.27786251426852,1.358749485731487,21.308862000000005,31.592995068607202,0.8462306451821057,0.5125188405493816,22.155092645182112,32.10551390915658,16.275222000000003,69.97188337
ES,2001,6.754610526846902,85.18882430884855,19.22187324247259,4.036172508553166,9.608845185597804,4.776997768977645,147.512719,49.68499999999999,0.0,114.60122579723172,22.006494740869744,2.0615025504998177,11.171838068472436,5.604851685512603,11.838185433711622,7.2736894828823315,82.921204,53.00600000000001,0.0,48.33411729937114,3.354877897543297,15.41485658048265,9.197215521974044,27.966949999999994,322.26041599999996,0.0,4.628062368677978,187.08029520175324,0.0,13.684861132059401,0.0,38.249938969539876,0.0,78.61725832796948,8.981333000000001,2.8180000000000005,6.286896296163628,2.3200460755996364,2.6944367038363732,0.4979539244003646,52.7032433038627,1.4211456961372992,21.196389000000003,32.15176240567404,0.8736471459687865,0.547498550168513,22.07003614596879,32.699260955842554,16.207166000000004,78.2983935
ES,2002,6.720972367280008,88.02021810876896,18.919335491954,3.768884547835897,9.737883375656624,4.673836025526968,151.508631,50.635999999999996,0.0,117.1484102089193,21.392684065206005,1.1029698158403052,11.904280461123271,6.458676605897822,11.701400468995661,7.407606087637585,84.744974,54.881,0.0,48.27310921898656,3.255432951185427,15.229793408340926,9.055347640473626,27.54057399999998,330.757555,0.0,4.232226537842348,195.84336287379506,0.0,13.461495527715746,0.0,34.34315156105685,0.0,82.87731849958996,9.183889000000002,3.1400000000000006,6.6452885499736345,2.5468452117753504,2.538600450026368,0.5931547882246501,50.12422266651331,1.252999333486678,19.710972,31.005263287796545,0.79219019318097,0.4608091403057081,20.50316219318097,31.466072428102258,16.292277999999992,79.90177508000001
ES,2003,7.549328345273889,95.95095495554044,18.67156342254445,3.588986205919467,10.34149413750843,4.874824975951842,162.50823400000002,54.23500000000001,0.0,125.9682343194979,18.24442521791172,0.7022489732480783,12.09180904124746,7.1996061615152325,11.643125522544413,7.554332367014666,85.414888,59.027,0.0,46.7842747364647,3.526156598740161,19.65686737361812,11.08023302764172,34.263257,346.5649140000001,0.0,4.759583995157941,204.59500228990413,0.0,13.358460974284107,0.0,36.08164803475139,0.0,87.7702187059025,10.041778000000003,3.329,7.761775183578668,2.6686196297787075,2.2800028164213324,0.6603803702212925,52.61006041168492,1.266050588315088,20.654110999999993,32.4690445877934,0.7312472974952564,0.5348032908198317,21.38535829749525,33.003847878613236,18.223,81.37472621
ES,2004,8.943261178594318,103.1091050883215,18.67184381833213,3.8177905931813436,10.292094432992839,4.916467223547925,171.706825,58.04600000000001,0.0,132.95676874548562,21.009447855358047,1.5231587081915234,13.125002544157116,7.8061704682671476,12.934424559677733,7.622604382033199,92.47012299999999,62.50299999999999,0.0,51.59504875030722,3.722752369337555,22.530793888381947,12.637342742280515,38.89088900000002,359.09583599999996,0.0,4.594270975215822,210.12156602057564,0.0,13.708775423957118,0.0,36.339560598270864,0.0,94.33166298198056,11.071333000000001,3.403,8.88824187561134,2.7542600292890547,2.1830911243886595,0.6487399707109454,58.08742365945188,1.6196323405481148,22.871305999999997,35.904385742627426,0.9573790002698023,0.6622533402783124,23.8286850002698,36.566639082905745,18.856555000000004,83.92355701000001
ES,2005,10.747952656460797,105.29472916591732,19.33283094031031,4.233751771895647,10.645761111292517,5.117256702817312,177.15576200000004,62.70600000000001,0.0,136.47813689296987,24.63186488023687,1.1453057106733537,13.499367255897816,7.902577998229745,13.41373744828401,8.001968976667358,99.84570700000002,65.534,0.0,56.78847224780744,3.710369140623671,20.61138845116742,11.882007408208908,36.203765,370.5402430000001,0.0,5.245024721033488,220.2390057830315,0.0,13.564456404813168,0.0,32.9199956852492,0.0,98.5717604058727,11.989222000000002,3.652000000000001,9.912223499589478,3.0326853423490814,2.0769985004105247,0.61931465765092,62.09219395651607,1.5226120434839299,26.656555999999995,36.14468101520701,0.9535228439448261,0.5690891995391039,27.61007884394482,36.71377021474611,18.130000000000006,92.07855953
ES,2006,14.017224522294422,107.37123116059337,20.36355355170965,4.887340300516913,12.671721879901492,6.321106524201142,184.15697500000002,69.679,0.0,141.80857343889505,41.86263393597462,6.579006417254961,14.29558976441533,7.1299691221049395,14.59466935194257,8.877954562404756,122.34944200000002,74.48400000000001,0.0,77.30581626810641,3.8336092670363864,18.380169974243707,10.506198758719899,32.719978000000005,381.30697299999997,0.0,5.326856940103116,227.68211680763577,0.0,14.116974056359028,0.0,34.1612061746796,0.0,100.01981902122252,9.840556000000001,2.435,7.817386860437751,2.1319338325354815,2.0231691395622486,0.30306616746451814,65.02439851074482,1.5181574892551888,28.016306,37.72393645508466,0.9678986089944993,0.5502588802606895,28.9842046089945,38.274195335345354,19.704444000000002,96.15560722000002
ES,2007,14.125331265049343,107.01894057647439,20.761079609884618,4.94791209971296,12.857560119123805,6.371899638632685,185.404179,70.921,0.0,141.57395135239963,28.52721194457737,4.858544784405248,14.473210725109965,7.408075640132371,15.261997726146953,9.342271246764652,110.565678,74.10000000000001,0.0,63.88289016558072,3.8707672701258864,19.2865446473452,11.08946008252892,34.24677200000001,394.86335700000006,0.0,6.0170359022270565,233.37617800196793,0.0,14.569363428686314,0.0,37.99515365623429,0.0,102.90562601088439,11.494167,2.715,8.721822631769413,2.2966729038145712,2.7723443682305877,0.41832709618542857,68.51571597127158,1.4936450287284273,29.486361000000006,39.716420223357524,0.900288389797273,0.5933566389311546,30.386649389797277,40.30977686228868,17.086389000000004,98.42044505000001
ES,2008,13.364161176860826,103.18339573463652,21.10614313389246,4.984604188660418,13.012689283327388,6.516879607167635,184.05198199999998,72.293,0.0,138.4300975312599,28.551955665570762,7.638055694281347,14.838505064445242,7.8583060483608715,15.988602239271854,9.775558431205244,113.85636300000002,79.90500000000002,0.0,65.80387376671625,3.7488578528820216,17.535749181581174,10.072921965536812,31.357529000000007,376.61231300000003,0.0,6.017200411974413,226.89164185639558,0.0,14.473596665634808,0.0,34.087666668562065,0.0,95.1422073974332,11.404833000000002,2.984,8.654391606172496,2.6433627543236695,2.750441393827505,0.3406372456763301,67.66172765291476,1.453383347085236,28.445111000000004,39.88505231343845,0.8843179634821712,0.5690653836030649,29.329428963482176,40.45411769704152,15.485054999999996,102.17544641
ES,2009,13.291289123029056,106.34985470229739,20.686345991993537,4.74742453244292,12.858911658043485,6.417448988596597,188.25853600000002,73.49300000000001,0.0,141.65297196291877,30.228764527034976,6.294639600937276,14.747412433101683,7.694139706074056,15.87070411941945,9.815246037413319,118.01046139212205,81.14299839212205,0.0,69.83294689003284,3.463253705839944,15.071950863199426,8.915231430960615,27.45043599999998,356.16065460787803,1.6078779491365075e-06,6.208162258327812,224.21937232523368,1.6078779491365075e-06,14.312307886645085,0.0,28.61645926398229,0.0,82.80435287368915,10.027667000000001,2.861,7.636758602272868,2.7799273152805326,2.3909083977271313,0.08107268471946748,61.757084207767576,1.2452217922324473,25.17430600000001,37.11024363017403,0.7294798629445544,0.515741929287893,25.903785862944563,37.62598555946193,12.838778,101.52028199000002
