country,year,electricity residential space,total residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,electricity residential,distributed heat residential,thermal uses residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,distributed heat services,thermal uses services,total agriculture electricity,total agriculture heat,total agriculture machinery,total agriculture,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,total international navigation
AL,2000,0.3642449655505105,1.9677109428270463,0.5287569230790923,0.3180188655456305,0.32639588120000484,0.2154052794518123,4.375531640000001,2.4630014000000005,,,0.9145476327888974,0.14629218904644428,0.1685384854587166,0.05215866448585318,0.16328366547253242,0.07491783617022688,1.59253079,0.6249962000000001,,,0.19510399777230816,0.19510399777230816,0.19510399777230816,2.0085707800000003,5.00255146,0.0,0.06716729581069997,3.051931880612373,0.0,0.2675604658764118,0.0,0.6098965091373619,0.0,1.005995308563154,0.36855470000000007,0.0,0.2707674616350736,0.0,0.09778723836492648,0.0,0.44447686954423293,0.04523917045576714,0.010925209177062817,0.43355166036717013,0.001018800822937183,0.04422036963282996,0.01194401,0.47777203000000007,0.25854653000000005,0.0
AL,2001,0.35566771725888524,1.9906281189528854,0.5254074126329749,0.3105301504522503,0.32350353130643883,0.2103329112932223,4.355097730000001,2.4050025900000005,,,0.9328337918763688,0.12803697096409491,0.16756531520587967,0.045649993029914744,0.15813800882589243,0.06556913856402029,1.5605599200000002,0.5470054200000001,,,0.19535139957370556,0.19535139957370556,0.19535139957370556,2.0111177500000004,5.289661270000001,0.0,0.07102220658825424,3.2270904150886106,0.0,0.28291647673117837,0.0,0.6449001012559509,0.0,1.063732070336007,0.34478298000000007,0.0,0.2533030030808896,0.0,0.09147997691911046,0.0,0.47700300613418006,0.04855669386582001,0.010925209177062817,0.46607779695711726,0.001018800822937183,0.04753789304288283,0.01194401,0.5136156900000001,0.2828881200000001,0.0
AL,2002,0.34738629545736616,4.292633363598802,0.821810067783581,0.3032997186947557,0.47852225845171426,0.2054354874545195,7.054688220000002,2.3490041400000004,,,0.6491885900037696,0.1306094703807099,0.1251245791406769,0.04656718577161797,0.12653424861763451,0.06688654375904941,1.2110900500000001,0.5579957700000001,,,0.20118624114547473,0.20118624114547473,0.20118624114547473,2.0711867,5.9595609000000005,0.0,0.08001668609965311,3.6357794718539425,0.0,0.31874592466917834,0.0,0.7265723137411794,0.0,1.1984465036360479,0.34478298000000007,0.0,0.2533030030808896,0.0,0.09147997691911046,0.0,0.47700300613418006,0.04855669386582001,0.010925209177062817,0.46607779695711726,0.001018800822937183,0.04753789304288283,0.01194401,0.5136156900000001,0.51932602,0.0
AL,2003,0.3491595344765491,2.0884513111757723,0.5334370955672421,0.3048479170627675,0.3268764886019718,0.2064841362557038,4.43553081,2.36099467,,,1.4712354616640946,0.2640309956792646,0.27701135700353513,0.09413697482596549,0.27406753928688504,0.13521317171541633,2.6483487100000005,1.1280053300000001,,,0.15837669199500157,0.15837669199500157,0.15837669199500157,1.63046785,6.69844969,0.0,0.08993745599596921,4.0865570945249345,0.0,0.3582652440533028,0.0,0.8166554837525338,0.0,1.3470344116732609,0.33288549000000006,0.0,0.24456222954814488,0.0,0.08832326045185518,0.0,0.5203571168127988,0.05297862318720132,0.010925209177062817,0.509431907635736,0.001018800822937183,0.051959822364264135,0.01194401,0.5613917300000001,0.33098980000000006,0.0
AL,2004,0.4127519103206542,3.42890370755109,0.7567723549014218,0.36036982439435755,0.45286661957335117,0.24409106232261904,6.388510190000001,2.79100229,,,0.857083588814852,0.3920652444217546,0.2102296916417671,0.1397859972815504,0.25426798482759705,0.20078091619986518,2.2606394,1.6749991200000003,,,0.06920811214158694,0.06920811214158694,0.06920811214158694,0.71248869,8.12999802,0.0,0.10915829378589641,4.9599090274132775,0.0,0.4348313206168409,0.0,0.9911856882111243,0.0,1.6349136899728622,0.22588949,0.0,0.16595507754301148,0.0,0.05993441245698853,0.0,0.5311956444824535,0.054084105517546645,0.010925209177062817,0.5202704353053906,0.001018800822937183,0.05306530469460946,0.01194401,0.5733357400000001,0.4645487200000001,0.0
AL,2005,0.40417466202902896,3.1563485793046615,0.7145899285339404,0.3528811093009773,0.42952191875563,0.23901869416402907,6.015652390000001,2.7330034800000003,,,0.9895308794402993,0.38153296903246,0.22813391917234005,0.1360308451993813,0.26532000316601734,0.19538722233788886,2.3957102200000002,1.6300026500000002,,,0.07932673284988061,0.07932673284988061,0.07932673284988061,0.8166586000000001,8.384997400000001,0.0,0.11258207041767246,5.115477789390269,0.0,0.44846991153520327,0.0,1.0222744701932276,0.0,1.68619315846363,0.22588949,0.0,0.16595507754301148,0.0,0.05993441245698853,0.0,0.6287423935093455,0.06403344649065457,0.010925209177062817,0.6178171843322826,0.001018800822937183,0.06301464566771739,0.01194401,0.68083183,0.50088084,0.0
AL,2006,0.2923711679048864,3.041610155846259,0.6165896179499342,0.25526652645654585,0.36320100073291206,0.17290092954619427,5.2561436100000005,1.9769953300000005,,,0.937492546879455,0.17157346109099822,0.17719828411356403,0.06117238828712074,0.1759617512515712,0.0878646531503701,1.6975962100000004,0.7330040100000002,,,0.14861731225860003,0.14861731225860003,0.14861731225860003,1.5299962800000004,6.66110576,0.0,0.08943605369894134,4.063774494200747,0.0,0.3562679114144785,0.0,0.8121026205333176,0.0,1.3395246801525158,0.22588949,0.0,0.16595507754301148,0.0,0.05993441245698853,0.0,0.4986800614734894,0.05076765852651067,0.010925209177062817,0.4877548522964266,0.001018800822937183,0.049748857703573485,0.01194401,0.5375037100000001,0.51322027,0.0
AL,2007,0.30612537977336984,2.696171919822928,0.5813908546424053,0.2672751999279237,0.3464718874161681,0.1810348233028103,4.92072278,2.0700004400000003,,,0.6850613994711793,0.10064869939736108,0.12441529327917117,0.0358850446973474,0.11876328052479962,0.05154330399556751,1.1660005400000002,0.42999599000000005,,,0.15210127187279868,0.15210127187279868,0.15210127187279868,1.5658632000000001,7.262888480000001,0.0,0.09751595418396457,4.4309071230312425,0.0,0.3884541400234241,0.0,0.8854702176728755,0.0,1.4605410450884948,0.28533042000000003,0.0,0.20962476818412418,0.0,0.07570565181587585,0.0,0.21686778848148475,0.02202404151851528,0.010925209177062817,0.20594257930442192,0.001018800822937183,0.021005240695578097,0.01194401,0.22694782000000002,0.46810750000000007,0.0
AL,2008,0.34398429082114507,2.7356201779852696,0.6146539975101766,0.30032946033207153,0.3689707051948088,0.20342362777581668,5.178618030000001,2.3260000000000005,,,0.9718762957925,0.21768517285612138,0.19186222238659106,0.07761294686035979,0.19822709821369677,0.11147896701132046,1.87982668,0.9300045800000001,,,0.11892344764796042,0.11892344764796042,0.11892344764796042,1.22430173,7.689779260000001,0.0,0.10324764920567264,4.691342541125169,0.0,0.4112863081457176,0.0,0.9375154986833232,0.0,1.546387262840119,0.39233805000000005,0.0,0.2882404644449103,0.0,0.10409758555508976,0.0,0.2927374821690675,0.02976241783093257,0.010925209177062817,0.2818122729920047,0.001018800822937183,0.028743617007995385,0.01194401,0.31055589000000006,0.5870009900000001,0.0
AL,2009,0.38524520650514144,2.951416758397629,0.6736171426503846,0.33635397909890347,0.40545258511863225,0.2278242919275259,5.665798730000001,2.6050037000000006,,,0.9941811274837908,0.25513477547450497,0.20292019510183307,0.09096513791603307,0.21566347787505663,0.1306573196758871,2.02074739,1.0899984900000002,,,0.05908045392456644,0.05908045392456644,0.05908045392456644,0.6082257400000001,8.61544585,0.0,0.11567621134436415,5.256068641281816,0.0,0.4607954008651015,0.0,1.0503700742694553,0.0,1.732535522239264,0.03566921000000001,0.0,0.026205232086928706,0.0,0.0094639779130713,0.0,0.21686778848148475,0.02202404151851528,0.010925209177062817,0.20594257930442192,0.001018800822937183,0.021005240695578097,0.01194401,0.22694782000000002,0.12444100000000001,0.0
AL,2010,0.3827306813392388,2.9813717172286798,0.6756890876933093,0.334158570743876,0.40621306949015756,0.22633726520848466,5.687523570000001,2.58800064,,,0.8023598342658875,0.28017921423943404,0.17899739143232657,0.09989442175060415,0.2035448062694903,0.14348285173331338,1.85462447,1.1969944900000002,,,0.08863536683853078,0.08863536683853078,0.08863536683853078,0.9124898,8.37466996,0.0,0.11244340793253986,5.109177275815719,0.0,0.4479175504690942,0.0,1.0210153787766394,0.0,1.6841163470060085,0.03566921000000001,0.0,0.026205232086928706,0.0,0.0094639779130713,0.0,0.19519073314217542,0.01981307685782463,0.010925209177062817,0.1842655239651126,0.001018800822937183,0.018794276034887446,0.01194401,0.20305980000000004,0.11199690000000002,0.0
AL,2011,0.40106848388291405,2.9858539231478294,0.6898786574763178,0.35016913427417873,0.41609851003592685,0.23718177880521343,5.7949964000000005,2.7119997000000002,,,0.7827750894471549,0.30382170887784804,0.18087851482144313,0.10832385980530519,0.21068032903785225,0.15559043281143803,1.9011909900000004,1.2980010400000002,,,0.08798353652160709,0.08798353652160709,0.08798353652160709,0.90577929,8.658511740000002,0.0,0.11625444015342494,5.282342066694605,0.0,0.46309877139190514,0.0,1.0556205421924567,0.0,1.7411959195676103,0.03566921000000001,0.0,0.026205232086928706,0.0,0.0094639779130713,0.0,0.22770631615113943,0.023129523848860606,0.010925209177062817,0.2167811069740766,0.001018800822937183,0.022110723025923422,0.01194401,0.23889183000000003,0.23777535000000002,0.0
AL,2012,0.45105456110358877,2.8578233729413682,0.710124915591136,0.3938115098023337,0.43333684934686856,0.26674228327545624,5.920670180000001,3.0500023900000004,,,0.7126297160909492,0.3092062632123078,0.17135659632978623,0.11024365582973798,0.20475025916603534,0.15834792220378469,1.8290733600000002,1.3210051800000002,,,0.09368168577388278,0.09368168577388278,0.09368168577388278,0.9644410100000002,8.32190465,0.0,0.11173494881649645,5.076986476167375,0.0,0.44509540840047207,0.0,1.0145823858069778,0.0,1.6735054308086807,0.03566921000000001,0.0,0.026205232086928706,0.0,0.0094639779130713,0.0,0.22770631615113943,0.023129523848860606,0.010925209177062817,0.2167811069740766,0.001018800822937183,0.022110723025923422,0.01194401,0.23889183000000003,0.21400363000000003,0.0
AL,2013,1.0638380555555556,2.1017550000000003,1.3458875,0.8698919444444444,1.9273480555555558,0.8055369444444445,6.702693333333333,4.06697,,,0.9360362872116903,0.34595353265663137,0.2127346202541746,0.12334543870831133,0.24503875656568896,0.1771666023389148,2.2211439200000003,1.4779985500000001,,,0.08651494135349481,0.08651494135349481,0.08651494135349481,0.8906602900000001,8.933037890000001,0.0,0.11994039506508568,5.449823624045097,0.0,0.47778174770440823,0.0,1.089089971121014,0.0,1.7964021520643978,0.03566921000000001,0.0,0.026205232086928706,0.0,0.0094639779130713,0.0,0.2385448438207941,0.024235006179205935,0.010925209177062817,0.22761963464373128,0.001018800822937183,0.02321620535626875,0.01194401,0.25083584000000003,0.38266189000000006,0.23777535000000002
AL,2014,0.9158830555555556,2.06926,1.2676880555555554,0.7403219444444444,1.9121625,0.6762119444444444,6.4166944444444445,3.500001111111111,,,0.8869296837065004,0.3211432049497223,0.2002082640719247,0.1144996242661069,0.22953852329565394,0.16446096112463404,2.0845495700000005,1.3720027300000002,,,0.0917826792526545,0.0917826792526545,0.0917826792526545,0.94489098,9.268935550000002,0.0,0.12445036116373366,5.654746409022724,0.0,0.49574716697395765,0.0,1.1300416358663894,0.0,1.863949976973198,0.02378335,0.0,0.017473002809836713,0.0,0.006310347190163289,0.0,0.09763343053430021,0.009862659465699794,0.010925209177062817,0.0867082213572374,0.001018800822937183,0.008843858642762612,0.01194401,0.09555208,0.40644524000000004,0.23777535000000002
