carrier,index_carrier,bus,p_nom,e_nom,efficiency,country,unit,open_tyndp_type
hydro-pondage,hydro-pondage-turbine,CY00,0.0,0.0,1.0,CY,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,CY00,0.0,0.0,1.0,CY,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,CY00,0.0,0.0,1.0,CY,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,CY00,0.0,0.0,1.0,CY,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,CY00,0.0,0.0,1.0,CY,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,CY00,0.0,0.0,1.0,CY,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,CY00,0.0,0.0,1.0,CY,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,CY00,0.0,0.0,1.0,CY,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,CY00,0.0,0.0,1.0,CY,MW,hydro-phs-pure-pump
onwind,onwind,CY00,197.5,0.0,1.0,CY,MW,onwind
offwind,offwind,CY00,0.0,0.0,1.0,CY,MW,offwind
solar-thermal,solar-thermal,CY00,50.0,0.0,1.0,CY,MW,solar-thermal
solar-pv-utility,solar-pv-utility,CY00,442.0,0.0,1.0,CY,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,CY00,410.0,0.0,1.0,CY,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,CY00,0.0,0.0,1.0,CY,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,CY00,0.0,0.0,1.0,CY,MWh,solar-thermal-w-storage-storage
battery,battery-charge,CY00,0,0.0,0,CY,MW,battery-charge
battery,battery-discharge,CY00,0,0.0,0,CY,MW,battery-discharge
battery,battery-store,CY00,0.0,0,0,CY,MWh,battery-store
uranium,nuclear,CY00,0.0,0.0,1.0,CY,MW,nuclear
coal,coal-old1,CY00,0.0,0.0,1.0,CY,MW,coal
coal,coal-old2,CY00,0.0,0.0,1.0,CY,MW,coal
coal,coal-new,CY00,0.0,0.0,1.0,CY,MW,coal
coal,coal-ccs,CY00,0.0,0.0,1.0,CY,MW,coal-ccs
lignite,lignite-old1,CY00,0.0,0.0,1.0,CY,MW,lignite
lignite,lignite-old2,CY00,0.0,0.0,1.0,CY,MW,lignite
lignite,lignite-new,CY00,0.0,0.0,1.0,CY,MW,lignite
lignite,lignite-ccs,CY00,0.0,0.0,1.0,CY,MW,lignite-ccs
gas,gas-conv-old1,CY00,366.0,0.0,1.0,CY,MW,gas-conv
gas,gas-conv-old2,CY00,97.58000000000001,0.0,1.0,CY,MW,gas-conv
gas,gas-ccgt-old1,CY00,0.0,0.0,1.0,CY,MW,gas-ccgt
gas,gas-ccgt-old2,CY00,433.6,0.0,1.0,CY,MW,gas-ccgt
gas,gas-ccgt-new,CY00,425.7,0.0,1.0,CY,MW,gas-ccgt
gas,gas-ccgt-ccs,CY00,0.0,0.0,1.0,CY,MW,gas-ccgt-ccs
gas,gas-ocgt-old,CY00,0.0,0.0,1.0,CY,MW,gas-ocgt
gas,gas-ocgt-new,CY00,0.0,0.0,1.0,CY,MW,gas-ocgt
oil-light,oil-light,CY00,187.5,0.0,1.0,CY,MW,oil-light
oil-heavy,oil-heavy-old1,CY00,0.0,0.0,1.0,CY,MW,oil-heavy
oil-heavy,oil-heavy-old2,CY00,97.8,0.0,1.0,CY,MW,oil-heavy
oil-shale,oil-shale-old,CY00,0.0,0.0,1.0,CY,MW,oil-shale
oil-shale,oil-shale-new,CY00,0.0,0.0,1.0,CY,MW,oil-shale
gas,gas-ccgt-present1,CY00,0.0,0.0,1.0,CY,MW,gas-ccgt
gas,gas-ccgt-present2,CY00,0.0,0.0,1.0,CY,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,CY00,0.0,0.0,1.0,CY,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,CY00,0.0,0.0,1.0,CY,MW,h2-ccgt
other-res,other-res,CY00,12.1,0.0,1.0,CY,MW,other-res
electrolyser,electrolyser-onshore-grid,CZ00,281,0.0,0.68,CZ,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,CZ00,431.63,0.0,1.0,CZ,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,CZ00,0.0,0.0,1.0,CZ,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,CZ00,0.0,0.0,1.0,CZ,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,CZ00,0.0,1855.0,1.0,CZ,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,CZ00,517.5400000000001,0.0,1.0,CZ,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,CZ00,0.0,2945.0,1.0,CZ,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,CZ00,653.5500000000001,0.0,1.0,CZ,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,CZ00,-599.0,0.0,1.0,CZ,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,CZ00,0.0,3700.0,1.0,CZ,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,CZ00,688.05,0.0,1.0,CZ,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,CZ00,-664.0,0.0,1.0,CZ,MW,hydro-phs-pure-pump
onwind,onwind,CZ00,958.3,0.0,1.0,CZ,MW,onwind
offwind,offwind,CZ00,0.0,0.0,1.0,CZ,MW,offwind
solar-thermal,solar-thermal,CZ00,0.0,0.0,1.0,CZ,MW,solar-thermal
solar-pv-utility,solar-pv-utility,CZ00,7641.8,0.0,1.0,CZ,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,CZ00,3763.9,0.0,1.0,CZ,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,CZ00,0.0,0.0,1.0,CZ,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,CZ00,0.0,0.0,1.0,CZ,MWh,solar-thermal-w-storage-storage
battery,battery-charge,CZ00,637.3,0.0,0.9200000000000002,CZ,MW,battery-charge
battery,battery-discharge,CZ00,637.3,0.0,0.9200000000000002,CZ,MW,battery-discharge
battery,battery-store,CZ00,0.0,842,0.9200000000000002,CZ,MWh,battery-store
uranium,nuclear,CZ00,4047.2,0.0,1.0,CZ,MW,nuclear
coal,coal-old1,CZ00,45.0,0.0,1.0,CZ,MW,coal
coal,coal-old2,CZ00,0.0,0.0,1.0,CZ,MW,coal
coal,coal-new,CZ00,0.0,0.0,1.0,CZ,MW,coal
coal,coal-ccs,CZ00,0.0,0.0,1.0,CZ,MW,coal-ccs
lignite,lignite-old1,CZ00,2639.200000000002,0.0,1.0,CZ,MW,lignite
lignite,lignite-old2,CZ00,2106.6,0.0,1.0,CZ,MW,lignite
lignite,lignite-new,CZ00,0.0,0.0,1.0,CZ,MW,lignite
lignite,lignite-ccs,CZ00,0.0,0.0,1.0,CZ,MW,lignite-ccs
gas,gas-conv-old1,CZ00,0.0,0.0,1.0,CZ,MW,gas-conv
gas,gas-conv-old2,CZ00,0.0,0.0,1.0,CZ,MW,gas-conv
gas,gas-ccgt-old1,CZ00,0.0,0.0,1.0,CZ,MW,gas-ccgt
gas,gas-ccgt-old2,CZ00,256.0,0.0,1.0,CZ,MW,gas-ccgt
gas,gas-ccgt-new,CZ00,1211.3,0.0,1.0,CZ,MW,gas-ccgt
gas,gas-ccgt-ccs,CZ00,0.0,0.0,1.0,CZ,MW,gas-ccgt-ccs
gas,gas-ocgt-old,CZ00,0.0,0.0,1.0,CZ,MW,gas-ocgt
gas,gas-ocgt-new,CZ00,131.1,0.0,1.0,CZ,MW,gas-ocgt
oil-light,oil-light,CZ00,0.0,0.0,1.0,CZ,MW,oil-light
oil-heavy,oil-heavy-old1,CZ00,0.0,0.0,1.0,CZ,MW,oil-heavy
oil-heavy,oil-heavy-old2,CZ00,0.0,0.0,1.0,CZ,MW,oil-heavy
oil-shale,oil-shale-old,CZ00,0.0,0.0,1.0,CZ,MW,oil-shale
oil-shale,oil-shale-new,CZ00,0.0,0.0,1.0,CZ,MW,oil-shale
gas,gas-ccgt-present1,CZ00,834.0,0.0,1.0,CZ,MW,gas-ccgt
gas,gas-ccgt-present2,CZ00,55.1,0.0,1.0,CZ,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,CZ00,5.5,0.0,1.0,CZ,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,CZ00,0.0,0.0,1.0,CZ,MW,h2-ccgt
chp,chp-gas-conventional-old-1-other-0eur,CZ00,708.7,0.0,0.36,CZ,MW,
chp,chp-lignite-old-1-other-0eur,CZ00,1000.5,0.0,0.35,CZ,MW,
other-res,other-res,CZ00,654.8000000000001,0.0,1.0,CZ,MW,other-res
electrolyser,electrolyser-onshore-grid,DE00,12789,0.0,0.68,DE,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,DE00,3933.9,0.0,1.0,DE,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,DE00,0.0,0.0,1.0,DE,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,DE00,0.0,0.0,1.0,DE,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,DE00,0.0,237217.033800469,1.0,DE,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,DE00,819.0,0.0,1.0,DE,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,DE00,0.0,438159.0,1.0,DE,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,DE00,2144.1,0.0,1.0,DE,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,DE00,-1861.0,0.0,1.0,DE,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,DE00,0.0,276149.7771760171,1.0,DE,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,DE00,7009.839999999995,0.0,1.0,DE,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,DE00,-7166.6,0.0,1.0,DE,MW,hydro-phs-pure-pump
onwind,onwind,DE00,115000.7,0.0,1.0,DE,MW,onwind
offwind,offwind,DE00,30185.0,0.0,1.0,DE,MW,offwind
solar-thermal,solar-thermal,DE00,0.0,0.0,1.0,DE,MW,solar-thermal
solar-pv-utility,solar-pv-utility,DE00,97002.0,0.0,1.0,DE,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,DE00,118000.0,0.0,1.0,DE,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,DE00,0.0,0.0,1.0,DE,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,DE00,0.0,0.0,1.0,DE,MWh,solar-thermal-w-storage-storage
battery,battery-charge,DE00,3200.4,0.0,0.9200000000000003,DE,MW,battery-charge
battery,battery-discharge,DE00,3200.4,0.0,0.9200000000000003,DE,MW,battery-discharge
battery,battery-store,DE00,0.0,6400.799999999999,0.9200000000000003,DE,MWh,battery-store
uranium,nuclear,DE00,0.0,0.0,1.0,DE,MW,nuclear
coal,coal-old1,DE00,0.0,0.0,1.0,DE,MW,coal
coal,coal-old2,DE00,0.0,0.0,1.0,DE,MW,coal
coal,coal-new,DE00,0.0,0.0,1.0,DE,MW,coal
coal,coal-ccs,DE00,0.0,0.0,1.0,DE,MW,coal-ccs
lignite,lignite-old1,DE00,0.0,0.0,1.0,DE,MW,lignite
lignite,lignite-old2,DE00,0.0,0.0,1.0,DE,MW,lignite
lignite,lignite-new,DE00,0.0,0.0,1.0,DE,MW,lignite
lignite,lignite-ccs,DE00,0.0,0.0,1.0,DE,MW,lignite-ccs
gas,gas-conv-old1,DE00,109.68,0.0,1.0,DE,MW,gas-conv
gas,gas-conv-old2,DE00,945.0869999999999,0.0,1.0,DE,MW,gas-conv
gas,gas-ccgt-old1,DE00,53.6,0.0,1.0,DE,MW,gas-ccgt
gas,gas-ccgt-old2,DE00,460.42,0.0,1.0,DE,MW,gas-ccgt
gas,gas-ccgt-new,DE00,1620.382,0.0,1.0,DE,MW,gas-ccgt
gas,gas-ccgt-ccs,DE00,0.0,0.0,1.0,DE,MW,gas-ccgt-ccs
gas,gas-ocgt-old,DE00,43.3,0.0,1.0,DE,MW,gas-ocgt
gas,gas-ocgt-new,DE00,2355.805999999999,0.0,1.0,DE,MW,gas-ocgt
oil-light,oil-light,DE00,1585.33,0.0,1.0,DE,MW,oil-light
oil-heavy,oil-heavy-old1,DE00,0.0,0.0,1.0,DE,MW,oil-heavy
oil-heavy,oil-heavy-old2,DE00,0.0,0.0,1.0,DE,MW,oil-heavy
oil-shale,oil-shale-old,DE00,0.0,0.0,1.0,DE,MW,oil-shale
oil-shale,oil-shale-new,DE00,0.0,0.0,1.0,DE,MW,oil-shale
gas,gas-ccgt-present1,DE00,1658.588,0.0,1.0,DE,MW,gas-ccgt
gas,gas-ccgt-present2,DE00,18452.87492283951,0.0,1.0,DE,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,DE00,0.0,0.0,1.0,DE,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,DE00,8826.16599999999,0.0,1.0,DE,MW,h2-ccgt
chp,chp-gas-conventional-old-1-other-128.4eur,DE00,7280.02,0.0,0.3599999999999999,DE,MW,
other-res,other-res,DE00,13067.586,0.0,1.0,DE,MW,other-res
electrolyser,electrolyser-onshore-grid,DKE1,1287.000000000001,0.0,0.68,DK,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,DKE1,0.0,0.0,1.0,DK,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,DKE1,0.0,0.0,1.0,DK,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,DKE1,0.0,0.0,1.0,DK,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,DKE1,0.0,0.0,1.0,DK,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,DKE1,0.0,0.0,1.0,DK,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,DKE1,0.0,0.0,1.0,DK,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,DKE1,0.0,0.0,1.0,DK,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,DKE1,0.0,0.0,1.0,DK,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,DKE1,0.0,0.0,1.0,DK,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,DKE1,0.0,0.0,1.0,DK,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,DKE1,0.0,0.0,1.0,DK,MW,hydro-phs-pure-pump
onwind,onwind,DKE1,1155.3842000000002,0.0,1.0,DK,MW,onwind
offwind,offwind,DKE1,1923.4,0.0,1.0,DK,MW,offwind
solar-thermal,solar-thermal,DKE1,0.0,0.0,1.0,DK,MW,solar-thermal
solar-pv-utility,solar-pv-utility,DKE1,4517.686010850741,0.0,1.0,DK,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,DKE1,367.25398914925876,0.0,1.0,DK,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,DKE1,0.0,0.0,1.0,DK,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,DKE1,0.0,0.0,1.0,DK,MWh,solar-thermal-w-storage-storage
battery,battery-charge,DKE1,0,0.0,0,DK,MW,battery-charge
battery,battery-discharge,DKE1,0,0.0,0,DK,MW,battery-discharge
battery,battery-store,DKE1,0.0,0,0,DK,MWh,battery-store
uranium,nuclear,DKE1,0.0,0.0,1.0,DK,MW,nuclear
coal,coal-old1,DKE1,485.52,0.0,1.0,DK,MW,coal
coal,coal-old2,DKE1,250.0,0.0,1.0,DK,MW,coal
coal,coal-new,DKE1,430.0,0.0,1.0,DK,MW,coal
coal,coal-ccs,DKE1,0.0,0.0,1.0,DK,MW,coal-ccs
lignite,lignite-old1,DKE1,0.0,0.0,1.0,DK,MW,lignite
lignite,lignite-old2,DKE1,0.0,0.0,1.0,DK,MW,lignite
lignite,lignite-new,DKE1,0.0,0.0,1.0,DK,MW,lignite
lignite,lignite-ccs,DKE1,0.0,0.0,1.0,DK,MW,lignite-ccs
gas,gas-conv-old1,DKE1,0.0,0.0,1.0,DK,MW,gas-conv
gas,gas-conv-old2,DKE1,0.0,0.0,1.0,DK,MW,gas-conv
gas,gas-ccgt-old1,DKE1,0.0,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-old2,DKE1,57.752,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-new,DKE1,0.0,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-ccs,DKE1,0.0,0.0,1.0,DK,MW,gas-ccgt-ccs
gas,gas-ocgt-old,DKE1,128.857222223,0.0,1.0,DK,MW,gas-ocgt
gas,gas-ocgt-new,DKE1,100.7419999999999,0.0,1.0,DK,MW,gas-ocgt
oil-light,oil-light,DKE1,531.0,0.0,1.0,DK,MW,oil-light
oil-heavy,oil-heavy-old1,DKE1,65.1,0.0,1.0,DK,MW,oil-heavy
oil-heavy,oil-heavy-old2,DKE1,0.0,0.0,1.0,DK,MW,oil-heavy
oil-shale,oil-shale-old,DKE1,0.0,0.0,1.0,DK,MW,oil-shale
oil-shale,oil-shale-new,DKE1,0.0,0.0,1.0,DK,MW,oil-shale
gas,gas-ccgt-present1,DKE1,0.0,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-present2,DKE1,0.0,0.0,1.0,DK,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,DKE1,0.0,0.0,1.0,DK,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,DKE1,0.0,0.0,1.0,DK,MW,h2-ccgt
other-res,other-res,DKE1,0,0.0,1.0,DK,MW,other-res
electrolyser,electrolyser-onshore-grid,DKW1,3587,0.0,0.68,DK,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,DKW1,0.0,0.0,1.0,DK,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,DKW1,0.0,0.0,1.0,DK,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,DKW1,0.0,0.0,1.0,DK,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,DKW1,0.0,0.0,1.0,DK,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,DKW1,0.0,0.0,1.0,DK,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,DKW1,0.0,0.0,1.0,DK,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,DKW1,0.0,0.0,1.0,DK,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,DKW1,0.0,0.0,1.0,DK,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,DKW1,0.0,0.0,1.0,DK,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,DKW1,0.0,0.0,1.0,DK,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,DKW1,0.0,0.0,1.0,DK,MW,hydro-phs-pure-pump
onwind,onwind,DKW1,6150.2278,0.0,1.0,DK,MW,onwind
offwind,offwind,DKW1,2722.399999999999,0.0,1.0,DK,MW,offwind
solar-thermal,solar-thermal,DKW1,0.0,0.0,1.0,DK,MW,solar-thermal
solar-pv-utility,solar-pv-utility,DKW1,11892.68398914926,0.0,1.0,DK,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,DKW1,966.786010850741,0.0,1.0,DK,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,DKW1,0.0,0.0,1.0,DK,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,DKW1,0.0,0.0,1.0,DK,MWh,solar-thermal-w-storage-storage
battery,battery-charge,DKW1,160,0.0,0.92,DK,MW,battery-charge
battery,battery-discharge,DKW1,160,0.0,0.92,DK,MW,battery-discharge
battery,battery-store,DKW1,0.0,2000,0.92,DK,MWh,battery-store
uranium,nuclear,DKW1,0.0,0.0,1.0,DK,MW,nuclear
coal,coal-old1,DKW1,421.066343156,0.0,1.0,DK,MW,coal
coal,coal-old2,DKW1,357.0,0.0,1.0,DK,MW,coal
coal,coal-new,DKW1,0.0,0.0,1.0,DK,MW,coal
coal,coal-ccs,DKW1,0.0,0.0,1.0,DK,MW,coal-ccs
lignite,lignite-old1,DKW1,0.0,0.0,1.0,DK,MW,lignite
lignite,lignite-old2,DKW1,0.0,0.0,1.0,DK,MW,lignite
lignite,lignite-new,DKW1,0.0,0.0,1.0,DK,MW,lignite
lignite,lignite-ccs,DKW1,0.0,0.0,1.0,DK,MW,lignite-ccs
gas,gas-conv-old1,DKW1,111.706,0.0,1.0,DK,MW,gas-conv
gas,gas-conv-old2,DKW1,375.42,0.0,1.0,DK,MW,gas-conv
gas,gas-ccgt-old1,DKW1,47.2,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-old2,DKW1,54.3,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-new,DKW1,0.0,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-ccs,DKW1,0.0,0.0,1.0,DK,MW,gas-ccgt-ccs
gas,gas-ocgt-old,DKW1,480.189223079999,0.0,1.0,DK,MW,gas-ocgt
gas,gas-ocgt-new,DKW1,167.23336,0.0,1.0,DK,MW,gas-ocgt
oil-light,oil-light,DKW1,165.8,0.0,1.0,DK,MW,oil-light
oil-heavy,oil-heavy-old1,DKW1,0.0,0.0,1.0,DK,MW,oil-heavy
oil-heavy,oil-heavy-old2,DKW1,0.0,0.0,1.0,DK,MW,oil-heavy
oil-shale,oil-shale-old,DKW1,0.0,0.0,1.0,DK,MW,oil-shale
oil-shale,oil-shale-new,DKW1,0.0,0.0,1.0,DK,MW,oil-shale
gas,gas-ccgt-present1,DKW1,0.0,0.0,1.0,DK,MW,gas-ccgt
gas,gas-ccgt-present2,DKW1,0.0,0.0,1.0,DK,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,DKW1,0.0,0.0,1.0,DK,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,DKW1,0.0,0.0,1.0,DK,MW,h2-ccgt
other-res,other-res,DKW1,7.26,0.0,1.0,DK,MW,other-res
electrolyser,electrolyser-onshore-grid,EE00,0,0.0,0,EE,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,EE00,0.0,0.0,1.0,EE,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,EE00,0.0,0.0,1.0,EE,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,EE00,0.0,0.0,1.0,EE,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,EE00,0.0,0.0,1.0,EE,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,EE00,0.0,0.0,1.0,EE,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,EE00,0.0,0.0,1.0,EE,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,EE00,0.0,0.0,1.0,EE,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,EE00,0.0,0.0,1.0,EE,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,EE00,0.0,0.0,1.0,EE,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,EE00,0.0,0.0,1.0,EE,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,EE00,0.0,0.0,1.0,EE,MW,hydro-phs-pure-pump
onwind,onwind,EE00,861.0,0.0,1.0,EE,MW,onwind
offwind,offwind,EE00,0.0,0.0,1.0,EE,MW,offwind
solar-thermal,solar-thermal,EE00,0.0,0.0,1.0,EE,MW,solar-thermal
solar-pv-utility,solar-pv-utility,EE00,1160.0,0.0,1.0,EE,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,EE00,0.0,0.0,1.0,EE,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,EE00,0.0,0.0,1.0,EE,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,EE00,0.0,0.0,1.0,EE,MWh,solar-thermal-w-storage-storage
battery,battery-charge,EE00,0,0.0,0,EE,MW,battery-charge
battery,battery-discharge,EE00,0,0.0,0,EE,MW,battery-discharge
battery,battery-store,EE00,0.0,0,0,EE,MWh,battery-store
uranium,nuclear,EE00,0.0,0.0,1.0,EE,MW,nuclear
coal,coal-old1,EE00,0.0,0.0,1.0,EE,MW,coal
coal,coal-old2,EE00,0.0,0.0,1.0,EE,MW,coal
coal,coal-new,EE00,0.0,0.0,1.0,EE,MW,coal
coal,coal-ccs,EE00,0.0,0.0,1.0,EE,MW,coal-ccs
lignite,lignite-old1,EE00,0.0,0.0,1.0,EE,MW,lignite
lignite,lignite-old2,EE00,0.0,0.0,1.0,EE,MW,lignite
lignite,lignite-new,EE00,0.0,0.0,1.0,EE,MW,lignite
lignite,lignite-ccs,EE00,0.0,0.0,1.0,EE,MW,lignite-ccs
gas,gas-conv-old1,EE00,0.0,0.0,1.0,EE,MW,gas-conv
gas,gas-conv-old2,EE00,0.0,0.0,1.0,EE,MW,gas-conv
gas,gas-ccgt-old1,EE00,0.0,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-old2,EE00,0.0,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-new,EE00,250.0,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-ccs,EE00,0.0,0.0,1.0,EE,MW,gas-ccgt-ccs
gas,gas-ocgt-old,EE00,0.0,0.0,1.0,EE,MW,gas-ocgt
gas,gas-ocgt-new,EE00,0.0,0.0,1.0,EE,MW,gas-ocgt
oil-light,oil-light,EE00,0.0,0.0,1.0,EE,MW,oil-light
oil-heavy,oil-heavy-old1,EE00,0.0,0.0,1.0,EE,MW,oil-heavy
oil-heavy,oil-heavy-old2,EE00,0.0,0.0,1.0,EE,MW,oil-heavy
oil-shale,oil-shale-old,EE00,173.0,0.0,1.0,EE,MW,oil-shale
oil-shale,oil-shale-new,EE00,658.0,0.0,1.0,EE,MW,oil-shale
gas,gas-ccgt-present1,EE00,0.0,0.0,1.0,EE,MW,gas-ccgt
gas,gas-ccgt-present2,EE00,0.0,0.0,1.0,EE,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,EE00,0.0,0.0,1.0,EE,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,EE00,0.0,0.0,1.0,EE,MW,h2-ccgt
chp,chp-gas-conventional-old-1-industrial-0eur,EE00,134.952,0.0,0.36,EE,MW,
other-res,other-res,EE00,167.65,0.0,1.0,EE,MW,other-res
electrolyser,electrolyser-onshore-grid,ES00,29000,0.0,0.68,ES,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,ES00,3424.665616300276,0.0,1.0,ES,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,ES00,0.0,0.0,1.0,ES,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,ES00,0.0,0.0,1.0,ES,MW,hydro-pondage-turbine
